row_label_raw,row_label_full,col_0,31/12/2019,31/12/2019_1,Trong năm,Trong năm_1,01/01/2019,01/01/2019_1,numeric__31/12/2019,numeric__31/12/2019_1,numeric__Trong năm,numeric__Trong năm_1,numeric__01/01/2019,numeric__01/01/2019_1
,,,Giá gốc,Số có khả năng trả nợ,Tăng,Giảm,Giá gốc,Số có khả năng trả nợ,,,,,,
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,65.509.529.792,65.509.529.792,22.205.726.411,18.510.019.126,61.813.822.507,61.813.822.507,65509529792.0,65509529792.0,22205726411.0,18510019126.0,61813822507.0,61813822507.0
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hà Nội,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hà Nội,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Hà Nội,-,-,-,5.550.787.736,5.550.787.736,5.550.787.736,,,,5550787736.0,5550787736.0,5550787736.0
Ngân hàng ĐT và PT VN - CN Nam Hà Nội,Ngân hàng ĐT và PT VN - CN Nam Hà Nội,Ngân hàng ĐT và PT VN - CN Nam Hà Nội,305.423.000,305.423.000,5.839.535.000,12.374.171.000,6.840.059.000,6.840.059.000,305423000.0,305423000.0,5839535000.0,12374171000.0,6840059000.0,6840059000.0
Vay đối tượng khác,Vay đối tượng khác,Vay đối tượng khác,65.204.106.792,65.204.106.792,16.366.191.411,585.060.390,49.422.975.771,49.422.975.771,65204106792.0,65204106792.0,16366191411.0,585060390.0,49422975771.0,49422975771.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,5.534.768.788.073,5.534.768.788.073,138.008.110.160,33.972.499.993,5.430.733.177.906,5.430.733.177.906,5534768788073.0,5534768788073.0,138008110160.0,33972499993.0,5430733177906.0,5430733177906.0
Ngân hàng ĐT và PT VN - CN Nam Định,Ngân hàng ĐT và PT VN - CN Nam Định,Ngân hàng ĐT và PT VN - CN Nam Định,1.926.722.451.945,1.926.722.451.945,-,19.120.000.000,1.945.842.451.945,1.945.842.451.945,1926722451945.0,1926722451945.0,,19120000000.0,1945842451945.0,1945842451945.0
Ngân hàng Phát triển VN - CN Nam Định,Ngân hàng Phát triển VN - CN Nam Định,Ngân hàng Phát triển VN - CN Nam Định,391.082.759.422,391.082.759.422,31.583.487.000,1.200.000.000,360.699.272.422,360.699.272.422,391082759422.0,391082759422.0,31583487000.0,1200000000.0,360699272422.0,360699272422.0
Ngân hàng TMCP Ngoại thương VN - CN Hà Nội,Ngân hàng TMCP Ngoại thương VN - CN Hà Nội,Ngân hàng TMCP Ngoại thương VN - CN Hà Nội,2.204.208.233.308,2.204.208.233.308,13.737.774.313,6.000.000.000,2.196.470.458.995,2.196.470.458.995,2204208233308.0,2204208233308.0,13737774313.0,6000000000.0,2196470458995.0,2196470458995.0
Ngân hàng ĐT và PT VN - CN SGD3,Ngân hàng ĐT và PT VN - CN SGD3,Ngân hàng ĐT và PT VN - CN SGD3,855.383.152.106,855.383.152.106,60.686.848.847,1.000.000.000,795.696.303.259,795.696.303.259,855383152106.0,855383152106.0,60686848847.0,1000000000.0,795696303259.0,795696303259.0
Ngân hàng TMCP Công thương VN - CN Hà Nội,Ngân hàng TMCP Công thương VN - CN Hà Nội,Ngân hàng TMCP Công thương VN - CN Hà Nội,125.372.191.292,125.372.191.292,-,4.000.000.000,129.372.191.292,129.372.191.292,125372191292.0,125372191292.0,,4000000000.0,129372191292.0,129372191292.0
Ngân hàng TMCP Tiên Phong - CN Tây Hà Nội,Ngân hàng TMCP Tiên Phong - CN Tây Hà Nội,Ngân hàng TMCP Tiên Phong - CN Tây Hà Nội,-,-,-,652.499.993,652.499.993,652.499.993,,,,652499993.0,652499993.0,652499993.0
Vay đối tượng khác,Vay đối tượng khác,Vay đối tượng khác,32.000.000.000,32.000.000.000,32.000.000.000,2.000.000.000,2.000.000.000,2.000.000.000,32000000000.0,32000000000.0,32000000000.0,2000000000.0,2000000000.0,2000000000.0
