row_label_raw,row_label_full,col_0,01/01/2019,Số phải nộp,Số đã nộp,31/12/2019,numeric__01/01/2019,numeric__Số phải nộp,numeric__Số đã nộp,numeric__31/12/2019
Thuế GTGTđầu ra,Thuế GTGTđầu ra,Thuế GTGTđầu ra,96.933.800,-,11.613.577.801,11.710.511.601,96933800.0,,11613577801.0,11710511601.0
Thuế Thu nhậpdoanh nghiệp,Thuế Thu nhậpdoanh nghiệp,Thuế Thu nhậpdoanh nghiệp,8.143.798.030,61.706.709,1.811.879,8.083.903.200,8143798030.0,61706709.0,1811879.0,8083903200.0
Thuế Thu nhậpcá nhân,Thuế Thu nhậpcá nhân,Thuế Thu nhậpcá nhân,39.808,1.354.800,15.745.008,14.430.016,39808.0,1354800.0,15745008.0,14430016.0
Tổng,Tổng,Tổng,8.240.771.638,63.061.509,11.631.134.688,19.808.844.817,8240771638.0,63061509.0,11631134688.0,19808844817.0
