row_label_raw,row_label_full,col_0,31/12/2019VND,01/01/2019VND,numeric__31/12/2019VND,numeric__01/01/2019VND
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,,
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang > Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,1.800.047.920.309,4.764.734.435.981,1800047920309.0,4764734435981.0
Dự án đầu tư xây dựng tuyến đường từ đường Lê Đức Thọ đến đường 70,Xây dựng cơ bản dở dang > Dự án đầu tư xây dựng tuyến đường từ đường Lê Đức Thọ đến đường 70,Dự án đầu tư xây dựng tuyến đường từ đường Lê Đức Thọ đến đường 70,291.592.119.704,272.383.469.209,291592119704.0,272383469209.0
Dự án xây dựng nhà ở cho CB Báo Nhân dân và Văn phòng TW Đảng,Xây dựng cơ bản dở dang > Dự án xây dựng nhà ở cho CB Báo Nhân dân và Văn phòng TW Đảng,Dự án xây dựng nhà ở cho CB Báo Nhân dân và Văn phòng TW Đảng,55.434.356.785,75.998.120.219,55434356785.0,75998120219.0
Dự án khu nhà ở sinh thái tại xã Xuân Phương -Foresa villa,Xây dựng cơ bản dở dang > Dự án khu nhà ở sinh thái tại xã Xuân Phương -Foresa villa,Dự án khu nhà ở sinh thái tại xã Xuân Phương -Foresa villa,292.506.321.310,350.642.579.640,292506321310.0,350642579640.0
Dự án Khu đô thị mới Vân Canh Hoài Đức,Xây dựng cơ bản dở dang > Dự án Khu đô thị mới Vân Canh Hoài Đức,Dự án Khu đô thị mới Vân Canh Hoài Đức,276.900.516.639,314.645.842.109,276900516639.0,314645842109.0
"Dự án 48 Trần Duy Hưng quận Cầu Giấy, Hà Nội","Xây dựng cơ bản dở dang > Dự án 48 Trần Duy Hưng quận Cầu Giấy, Hà Nội","Dự án 48 Trần Duy Hưng quận Cầu Giấy, Hà Nội",6.455.075.830,5.752.036.933,6455075830.0,5752036933.0
Dự án tòa nhà văn phòng Tasco,Xây dựng cơ bản dở dang > Dự án tòa nhà văn phòng Tasco,Dự án tòa nhà văn phòng Tasco,25.005.910.435,24.454.558.171,25005910435.0,24454558171.0
Dự án nhà ở cho CB CNV Bộ ngoại giao,Xây dựng cơ bản dở dang > Dự án nhà ở cho CB CNV Bộ ngoại giao,Dự án nhà ở cho CB CNV Bộ ngoại giao,722.838.777,671.703.686,722838777.0,671703686.0
"Dự án Đầu tư XD công trình cải tạo, nâng cấp đường 39B theo hình thức HĐ BT","Xây dựng cơ bản dở dang > Dự án Đầu tư XD công trình cải tạo, nâng cấp đường 39B theo hình thức HĐ BT","Dự án Đầu tư XD công trình cải tạo, nâng cấp đường 39B theo hình thức HĐ BT",-,34.067.118.660,,34067118660.0
"Dự án Đầu tư XD công trình cải tạo, nâng cấp đường 39B theo hình thức HĐ BOT","Xây dựng cơ bản dở dang > Dự án Đầu tư XD công trình cải tạo, nâng cấp đường 39B theo hình thức HĐ BOT","Dự án Đầu tư XD công trình cải tạo, nâng cấp đường 39B theo hình thức HĐ BOT",-,5.519.282.812,,5519282812.0
"Dự án Trụ sở VP, khu tập thể CBNV Nam Thái","Xây dựng cơ bản dở dang > Dự án Trụ sở VP, khu tập thể CBNV Nam Thái","Dự án Trụ sở VP, khu tập thể CBNV Nam Thái",-,7.313.256.467,,7313256467.0
Dự án Khu chức năng đô thị Xuân Phương,Xây dựng cơ bản dở dang > Dự án Khu chức năng đô thị Xuân Phương,Dự án Khu chức năng đô thị Xuân Phương,47.995.074.991,50.146.864.935,47995074991.0,50146864935.0
Dự án quốc lộ 10 đoạn từ cầu Quán Toan đến cầu Nghìn,Xây dựng cơ bản dở dang > Dự án quốc lộ 10 đoạn từ cầu Quán Toan đến cầu Nghìn,Dự án quốc lộ 10 đoạn từ cầu Quán Toan đến cầu Nghìn,-,2.593.768.732.909,,2593768732909.0
Các dự án Đầu tư bệnh viện,Xây dựng cơ bản dở dang > Các dự án Đầu tư bệnh viện,Các dự án Đầu tư bệnh viện,44.801.380.293,44.551.839.994,44801380293.0,44551839994.0
Dự án xây dựng hệ thống thu phí không dùng và kiểm soát tải trọng xe,Xây dựng cơ bản dở dang > Dự án xây dựng hệ thống thu phí không dùng và kiểm soát tải trọng xe,Dự án xây dựng hệ thống thu phí không dùng và kiểm soát tải trọng xe,714.648.701.046,967.656.611.267,714648701046.0,967656611267.0
Dự án nông nghiệp công nghệ cao,Xây dựng cơ bản dở dang > Dự án nông nghiệp công nghệ cao,Dự án nông nghiệp công nghệ cao,17.670.814.944,16.924.620.692,17670814944.0,16924620692.0
Dự án BOT tuyến tránh Đông Hưng,Xây dựng cơ bản dở dang > Dự án BOT tuyến tránh Đông Hưng,Dự án BOT tuyến tránh Đông Hưng,16.645.956.847,-,16645956847.0,
Dự án nhà máy điện gió Yang Bắc,Xây dựng cơ bản dở dang > Dự án nhà máy điện gió Yang Bắc,Dự án nhà máy điện gió Yang Bắc,3.468.668.006,-,3468668006.0,
Các dự án khác,Xây dựng cơ bản dở dang > Các dự án khác,Các dự án khác,6.200.184.702,237.798.278,6200184702.0,237798278.0
Tổng,Xây dựng cơ bản dở dang > Tổng,Tổng,1.800.047.920.309,4.764.734.435.981,1800047920309.0,4764734435981.0
