row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Tại ngày 31 tháng 12 năm > 2019 VND,Tại ngày 31 tháng 12 năm > 2018 VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2019 VND,numeric__Tại ngày 31 tháng 12 năm > 2018 VND
200,200,200,TÀI SẢN DÀI HẠN,,37.393.054.590.184,29.777.511.680.692,,,37393054590184.0,29777511680692.0
210,210,210,Các khoản phải thu dài hạn,,294.943.665.239,25.087.340.239,,,294943665239.0,25087340239.0
216,216,216,Phải thu dài hạn khác,8(b),294.943.665.239,25.087.340.239,,,294943665239.0,25087340239.0
220,220,220,Tài sản cố định,,642.536.374.881,567.016.293.701,,,642536374881.0,567016293701.0
221,221,221,Tài sản cố định hữu hình,12(a),500.907.896.381,485.494.214.215,,,500907896381.0,485494214215.0
222,222,222,Nguyên giá,,576.656.910.869,542.192.578.806,,,576656910869.0,542192578806.0
223,223,223,Giá trị khấu hao lũy kế,,(75.749.014.488),(56.698.364.591),,,-75749014488.0,-56698364591.0
227,227,227,Tài sản cố định vô hình,12(b),141.628.478.500,81.522.079.486,,,141628478500.0,81522079486.0
228,228,228,Nguyên giá,,168.388.989.622,91.532.544.197,,,168388989622.0,91532544197.0
229,229,229,Giá trị khấu hao lũy kế,,(26.760.511.122),(10.010.464.711),,,-26760511122.0,-10010464711.0
230,230,230,Bất động sản đầu tư,13,1.291.184.192.405,1.292.989.706.133,,13.0,1291184192405.0,1292989706133.0
231,231,231,Nguyên giá,,1.320.322.609.888,1.316.000.730.094,,,1320322609888.0,1316000730094.0
232,232,232,Giá trị khấu hao lũy kế,,(29.138.417.483),(23.011.023.961),,,-29138417483.0,-23011023961.0
240,240,240,Tài sản dở dang dài hạn,,219.037.930.780,263.991.199.358,,,219037930780.0,263991199358.0
241,241,241,"Chi phí sản xuất, kinh doanh dở dang dài hạn",14,181.995.269.013,181.962.136.884,,14.0,181995269013.0,181962136884.0
242,242,242,Chi phí xây dựng cơ bản dở dang,15,37.042.661.767,82.029.062.474,,15.0,37042661767.0,82029062474.0
250,250,250,Đầu tư tài chính dài hạn,,34.827.515.277.977,27.496.490.177.977,,,34827515277977.0,27496490177977.0
251,251,251,Đầu tư vào công ty con,4(b),34.710.359.617.977,27.411.298.117.977,,,34710359617977.0,27411298117977.0
252,252,252,Đầu tư vào công ty liên kết,4(b),75.392.060.000,85.192.060.000,,,75392060000.0,85192060000.0
255,255,255,Đầu tư nằm giữ đến ngày đáo hạn,4(a),41.763.600.000,-,,,41763600000.0,
260,260,260,Tài sản dài hạn khác,,117.837.148.902,131.936.963.284,,,117837148902.0,131936963284.0
261,261,261,Chi phí trả trước dài hạn,11(b),116.861.275.330,130.961.089.712,,,116861275330.0,130961089712.0
262,262,262,Tài sản thuế thu nhập hoãn lại,24,975.873.572,975.873.572,,24.0,975873572.0,975873572.0
270,270,270,TỔNG TÀI SẢN,,43.330.052.614.419,39.620.320.195.263,,,43330052614419.0,39620320195263.0
