row_label_raw,row_label_full,col_0,31.12.2019VND,31.12.2018VND,numeric__31.12.2019VND,numeric__31.12.2018VND
Phát hành trái phiếu ngắn hạn,Phát hành trái phiếu ngắn hạn,Phát hành trái phiếu ngắn hạn,Phát hành trái phiếu ngắn hạn,Phát hành trái phiếu ngắn hạn,,
Loại phát hành theo mênh giá,Loại phát hành theo mênh giá,Loại phát hành theo mênh giá,Loại phát hành theo mênh giá,Loại phát hành theo mênh giá,,
Ngân hàng TMCP Tiên Phong (i),Loại phát hành theo mênh giá > Ngân hàng TMCP Tiên Phong (i),Ngân hàng TMCP Tiên Phong (i),800.000.000.000,-,800000000000.0,
Công ty Cổ phần Chứng khoán MB (ii),Loại phát hành theo mênh giá > Công ty Cổ phần Chứng khoán MB (ii),Công ty Cổ phần Chứng khoán MB (ii),400.000.000.000,-,400000000000.0,
Tập đoàn Bảo Việt (iii),Loại phát hành theo mênh giá > Tập đoàn Bảo Việt (iii),Tập đoàn Bảo Việt (iii),200.000.000.000,-,200000000000.0,
Ngân hàng TMCP Đại Chứng Việt Nam – Chi nhánh Sài Gòn (iv),Loại phát hành theo mênh giá > Ngân hàng TMCP Đại Chứng Việt Nam – Chi nhánh Sài Gòn (iv),Ngân hàng TMCP Đại Chứng Việt Nam – Chi nhánh Sài Gòn (iv),200.000.000.000,-,200000000000.0,
Ngân hàng TMCP Công thương – Chi nhánh Hồ Chí Minh (v),Loại phát hành theo mênh giá > Ngân hàng TMCP Công thương – Chi nhánh Hồ Chí Minh (v),Ngân hàng TMCP Công thương – Chi nhánh Hồ Chí Minh (v),146.000.000.000,295.000.000.000,146000000000.0,295000000000.0
Tổng Công ty Cổ phần Bảo hiểm Ngân hàng TMCP Công thương Việt Nam (vi),Loại phát hành theo mênh giá > Tổng Công ty Cổ phần Bảo hiểm Ngân hàng TMCP Công thương Việt Nam (vi),Tổng Công ty Cổ phần Bảo hiểm Ngân hàng TMCP Công thương Việt Nam (vi),100.000.000.000,-,100000000000.0,
Công ty TNHH MTV Vàng bạc đá quý Ngân hàng TMCP Công thương Việt Nam (vi),Loại phát hành theo mênh giá > Công ty TNHH MTV Vàng bạc đá quý Ngân hàng TMCP Công thương Việt Nam (vi),Công ty TNHH MTV Vàng bạc đá quý Ngân hàng TMCP Công thương Việt Nam (vi),100.000.000.000,-,100000000000.0,
Ngân hàng TMCP Kỹ Thương Việt Nam,Loại phát hành theo mênh giá > Ngân hàng TMCP Kỹ Thương Việt Nam,Ngân hàng TMCP Kỹ Thương Việt Nam,-,1.500.000.000.000,,1500000000000.0
Ngân hàng TNHH Indovina,Loại phát hành theo mênh giá > Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,-,1.050.000.000.000,,1050000000000.0
Công ty TNHH Chứng khoán Kỹ thương,Loại phát hành theo mênh giá > Công ty TNHH Chứng khoán Kỹ thương,Công ty TNHH Chứng khoán Kỹ thương,-,750.000.000.000,,750000000000.0
Ngân hàng TMCP Quân đội – Chi nhánh Bắc Sài Gòn,Loại phát hành theo mênh giá > Ngân hàng TMCP Quân đội – Chi nhánh Bắc Sài Gòn,Ngân hàng TMCP Quân đội – Chi nhánh Bắc Sài Gòn,-,500.000.000.000,,500000000000.0
Công ty Cổ phần Chứng khoán MB,Loại phát hành theo mênh giá > Công ty Cổ phần Chứng khoán MB,Công ty Cổ phần Chứng khoán MB,-,400.000.000.000,,400000000000.0
Công ty Cổ phần Chứng khoán IB,Loại phát hành theo mênh giá > Công ty Cổ phần Chứng khoán IB,Công ty Cổ phần Chứng khoán IB,-,346.840.000.000,,346840000000.0
Tổng Công ty Cổ phần Bảo hiểm Ngân hàng TMCP Công thương Việt Nam,Loại phát hành theo mênh giá > Tổng Công ty Cổ phần Bảo hiểm Ngân hàng TMCP Công thương Việt Nam,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng TMCP Công thương Việt Nam,-,100.000.000.000,,100000000000.0
Công ty TNHH MTV Vàng bạc đá quý Ngân hàng TMCP Công thương Việt Nam,Loại phát hành theo mênh giá > Công ty TNHH MTV Vàng bạc đá quý Ngân hàng TMCP Công thương Việt Nam,Công ty TNHH MTV Vàng bạc đá quý Ngân hàng TMCP Công thương Việt Nam,-,100.000.000.000,,100000000000.0
,,,1.946.000.000.000,5.041.840.000.000,1946000000000.0,5041840000000.0
