row_label_raw,row_label_full,Công ty TNHH Nova Rivergate,12.472.469.983,35.467.552.975,numeric__12.472.469.983,numeric__35.467.552.975
Công ty TNHH Phát triển Quốc tế Thế Kỹ 21,Công ty TNHH Phát triển Quốc tế Thế Kỹ 21,Công ty TNHH Phát triển Quốc tế Thế Kỹ 21,11.522.549.116,49.363.843.302,11522549116.0,49363843302.0
Công ty Cổ phần Cao óc Phương Đông,Công ty Cổ phần Cao óc Phương Đông,Công ty Cổ phần Cao óc Phương Đông,3.964.338.889,11.220.360.924,3964338889.0,11220360924.0
Công ty TNHH Bất động sản Gia Phú,Công ty TNHH Bất động sản Gia Phú,Công ty TNHH Bất động sản Gia Phú,2.010.890.412,7.391.095.893,2010890412.0,7391095893.0
Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,976.664.383,5.032.465.753,976664383.0,5032465753.0
Công ty Cổ phần Nova Festival,Công ty Cổ phần Nova Festival,Công ty Cổ phần Nova Festival,-,9.835.395.594,,9835395594.0
Công ty TNHH Nova Sagel,Công ty TNHH Nova Sagel,Công ty TNHH Nova Sagel,-,41.666.667,,41666667.0
Công ty TNHH Nova Sasco,Công ty TNHH Nova Sasco,Công ty TNHH Nova Sasco,-,512.876.712,,512876712.0
,,,30.946.912.783,118.865.257.820,30946912783.0,118865257820.0
