row_label_raw,row_label_full,col_0,31.12.2019VND,31.12.2018VND,numeric__31.12.2019VND,numeric__31.12.2018VND
Doanh thu chưa thực hiện ngắn hạn(Thuyết minh 20(a)),Doanh thu chưa thực hiện ngắn hạn(Thuyết minh 20(a)),Doanh thu chưa thực hiện ngắn hạn(Thuyết minh 20(a)),Doanh thu chưa thực hiện ngắn hạn(Thuyết minh 20(a)),Doanh thu chưa thực hiện ngắn hạn(Thuyết minh 20(a)),,
Công ty TNHH Nova Property Management,Doanh thu chưa thực hiện ngắn hạn(Thuyết minh 20(a)) > Công ty TNHH Nova Property Management,Công ty TNHH Nova Property Management,1.369.094.612,1.369.094.617,1369094612.0,1369094617.0
Doanh thu chưa thực hiện dài hạn(Thuyết minh 20(b)),Doanh thu chưa thực hiện dài hạn(Thuyết minh 20(b)),Doanh thu chưa thực hiện dài hạn(Thuyết minh 20(b)),Doanh thu chưa thực hiện dài hạn(Thuyết minh 20(b)),Doanh thu chưa thực hiện dài hạn(Thuyết minh 20(b)),,
Công ty TNHH Nova Property Management,Doanh thu chưa thực hiện dài hạn(Thuyết minh 20(b)) > Công ty TNHH Nova Property Management,Công ty TNHH Nova Property Management,63.005.509.560,64.377.614.795,63005509560.0,64377614795.0
Vay ngắn hạn (Thuyết minh 22(a)),Vay ngắn hạn (Thuyết minh 22(a)),Vay ngắn hạn (Thuyết minh 22(a)),Vay ngắn hạn (Thuyết minh 22(a)),Vay ngắn hạn (Thuyết minh 22(a)),,
Công ty TNHH Nova Rivergate,Vay ngắn hạn (Thuyết minh 22(a)) > Công ty TNHH Nova Rivergate,Công ty TNHH Nova Rivergate,-,393.816.832.600,,393816832600.0
Công ty TNHH Phát triển Quốc tế Thế Kỳ 21,Vay ngắn hạn (Thuyết minh 22(a)) > Công ty TNHH Phát triển Quốc tế Thế Kỳ 21,Công ty TNHH Phát triển Quốc tế Thế Kỳ 21,-,355.628.945.205,,355628945205.0
Công ty Cổ phần Cao ốc Phương Đông,Vay ngắn hạn (Thuyết minh 22(a)) > Công ty Cổ phần Cao ốc Phương Đông,Công ty Cổ phần Cao ốc Phương Đông,-,187.600.000.000,,187600000000.0
Công ty TNHH Bất động sản Gia Phú,Vay ngắn hạn (Thuyết minh 22(a)) > Công ty TNHH Bất động sản Gia Phú,Công ty TNHH Bất động sản Gia Phú,-,85.000.000.000,,85000000000.0
Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,Vay ngắn hạn (Thuyết minh 22(a)) > Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,-,41.500.000.000,,41500000000.0
,,,-,1.063.545.777.805,,1063545777805.0
Phải trả dài hạn khác (Thuyết minh 21(b)),Phải trả dài hạn khác (Thuyết minh 21(b)),Phải trả dài hạn khác (Thuyết minh 21(b)),Phải trả dài hạn khác (Thuyết minh 21(b)),Phải trả dài hạn khác (Thuyết minh 21(b)),,
Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,Phải trả dài hạn khác (Thuyết minh 21(b)) > Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,Công ty Cổ phần Kinh doanh Bất động sản Thái Bình,1.461.000.000.000,-,1461000000000.0,
Công ty TNHH Bất động sản Nova Riverside,Phải trả dài hạn khác (Thuyết minh 21(b)) > Công ty TNHH Bất động sản Nova Riverside,Công ty TNHH Bất động sản Nova Riverside,1.341.220.000.000,-,1341220000000.0,
Công ty Cổ phần Bất động sản Đình Phát,Phải trả dài hạn khác (Thuyết minh 21(b)) > Công ty Cổ phần Bất động sản Đình Phát,Công ty Cổ phần Bất động sản Đình Phát,1.015.000.000.000,-,1015000000000.0,
Công ty Cổ phần Địa ốc Thành Nhơn,Phải trả dài hạn khác (Thuyết minh 21(b)) > Công ty Cổ phần Địa ốc Thành Nhơn,Công ty Cổ phần Địa ốc Thành Nhơn,660.000.000.000,-,660000000000.0,
Công ty TNHH Bất động sản Gia Phú,Phải trả dài hạn khác (Thuyết minh 21(b)) > Công ty TNHH Bất động sản Gia Phú,Công ty TNHH Bất động sản Gia Phú,328.000.000.000,-,328000000000.0,
,,,4.805.220.000.000,-,4805220000000.0,
