row_label_raw,row_label_full,Công ty TNHH Đầu tư Địa ốc Thành Nhơn,231.000.000,83.999.995,numeric__231.000.000,numeric__83.999.995
Công ty Cổ phần Thương mại Đầu tư,Công ty Cổ phần Thương mại Đầu tư,Công ty Cổ phần Thương mại Đầu tư,,,,
Bất động sản Phú Trí,Công ty Cổ phần Thương mại Đầu tư > Bất động sản Phú Trí,Bất động sản Phú Trí,191.491.667,-,191491667.0,
Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,Công ty Cổ phần Thương mại Đầu tư > Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,Công ty TNHH Đầu tư Địa ốc Nova Saigon Royal,83.999.995,83.999.995,83999995.0,83999995.0
Công ty Cổ phần Địa ốc Thành Nhơn,Công ty Cổ phần Thương mại Đầu tư > Công ty Cổ phần Địa ốc Thành Nhơn,Công ty Cổ phần Địa ốc Thành Nhơn,83.999.995,83.999.995,83999995.0,83999995.0
Công ty TNHH No Va Thảo Điền,Công ty Cổ phần Thương mại Đầu tư > Công ty TNHH No Va Thảo Điền,Công ty TNHH No Va Thảo Điền,83.999.995,83.999.995,83999995.0,83999995.0
Công ty Cổ phần Ngôi Nhà Mega,Công ty Cổ phần Thương mại Đầu tư > Công ty Cổ phần Ngôi Nhà Mega,Công ty Cổ phần Ngôi Nhà Mega,83.999.995,83.999.995,83999995.0,83999995.0
Công ty Cổ phần Địa ốc No Va Mỹ Đình,Công ty Cổ phần Thương mại Đầu tư > Công ty Cổ phần Địa ốc No Va Mỹ Đình,Công ty Cổ phần Địa ốc No Va Mỹ Đình,83.999.995,83.999.995,83999995.0,83999995.0
Công ty TNHH Bất động sản Bách Hợp,Công ty Cổ phần Thương mại Đầu tư > Công ty TNHH Bất động sản Bách Hợp,Công ty TNHH Bất động sản Bách Hợp,83.999.995,83.999.995,83999995.0,83999995.0
Công ty TNHH Bất động sản Gia Đức,Công ty Cổ phần Thương mại Đầu tư > Công ty TNHH Bất động sản Gia Đức,Công ty TNHH Bất động sản Gia Đức,83.999.995,83.999.995,83999995.0,83999995.0
Công ty Cổ phần Đầu tư Ngọc Linh Hoa,Công ty Cổ phần Thương mại Đầu tư > Công ty Cổ phần Đầu tư Ngọc Linh Hoa,Công ty Cổ phần Đầu tư Ngọc Linh Hoa,83.999.995,83.999.995,83999995.0,83999995.0
Công ty TNHH Đầu tư và Phát triển Phước Long,Công ty Cổ phần Thương mại Đầu tư > Công ty TNHH Đầu tư và Phát triển Phước Long,Công ty TNHH Đầu tư và Phát triển Phước Long,83.999.995,83.999.995,83999995.0,83999995.0
Công ty Cổ phần Phát triển Đô thị Kỹ Nguyên,Công ty Cổ phần Thương mại Đầu tư > Công ty Cổ phần Phát triển Đô thị Kỹ Nguyên,Công ty Cổ phần Phát triển Đô thị Kỹ Nguyên,83.999.995,83.999.995,83999995.0,83999995.0
Công ty Cổ phần Phát triển Nhà Ô' và Hạ Tầng Sải Gòn,Công ty Cổ phần Thương mại Đầu tư > Công ty Cổ phần Phát triển Nhà Ô' và Hạ Tầng Sải Gòn,Công ty Cổ phần Phát triển Nhà Ô' và Hạ Tầng Sải Gòn,83.999.995,-,83999995.0,
Công ty Cổ phần Bất động sản Đình Phát,Công ty Cổ phần Thương mại Đầu tư > Công ty Cổ phần Bất động sản Đình Phát,Công ty Cổ phần Bất động sản Đình Phát,83.999.995,-,83999995.0,
Công ty TNHH Một thành viên Địa ốc No Va,Công ty Cổ phần Thương mại Đầu tư > Công ty TNHH Một thành viên Địa ốc No Va,Công ty TNHH Một thành viên Địa ốc No Va,62.999.996,83.999.995,62999996.0,83999995.0
Công ty TNHH Đầu tư và Phát triển Bất động sản 350,Công ty Cổ phần Thương mại Đầu tư > Công ty TNHH Đầu tư và Phát triển Bất động sản 350,Công ty TNHH Đầu tư và Phát triển Bất động sản 350,2.785.714,8.000.001,2785714.0,8000001.0
Công ty Cổ phần Đầu tư Bất động sản Vương Gia,Công ty Cổ phần Thương mại Đầu tư > Công ty Cổ phần Đầu tư Bất động sản Vương Gia,Công ty Cổ phần Đầu tư Bất động sản Vương Gia,2.785.714,21.214.288,2785714.0,21214288.0
Công ty TNHH Đầu tư và Bất động sản Tường Minh,Công ty Cổ phần Thương mại Đầu tư > Công ty TNHH Đầu tư và Bất động sản Tường Minh,Công ty TNHH Đầu tư và Bất động sản Tường Minh,2.785.714,21.428.572,2785714.0,21428572.0
Công ty Cổ phần Đầu tư và Bất động sản Ngọc Uyên,Công ty Cổ phần Thương mại Đầu tư > Công ty Cổ phần Đầu tư và Bất động sản Ngọc Uyên,Công ty Cổ phần Đầu tư và Bất động sản Ngọc Uyên,2.785.714,-,2785714.0,
Công ty Cổ phần Du Lịch và Nghị dưỡng Nova Phù Sa,Công ty Cổ phần Du Lịch và Nghị dưỡng Nova Phù Sa,Công ty Cổ phần Du Lịch và Nghị dưỡng Nova Phù Sa,-,-,,
Công ty Cổ phần Đầu tư Bất động sản Phong Điền,Công ty Cổ phần Du Lịch và Nghị dưỡng Nova Phù Sa > Công ty Cổ phần Đầu tư Bất động sản Phong Điền,Công ty Cổ phần Đầu tư Bất động sản Phong Điền,-,495.000.000,,495000000.0
Công ty TNHH Sài Gòn Gòn,Công ty Cổ phần Du Lịch và Nghị dưỡng Nova Phù Sa > Công ty TNHH Sài Gòn Gòn,Công ty TNHH Sài Gòn Gòn,-,271.032.300,,271032300.0
,,,660.446.224.144,974.317.945.195,660446224144.0,974317945195.0
