row_label_raw,row_label_full,col_0,31.12.2019VND,31.12.2018VND,numeric__31.12.2019VND,numeric__31.12.2018VND
Các khoản phải thu ngắn hạn khác(Thuyết minh 8(a)),Các khoản phải thu ngắn hạn khác(Thuyết minh 8(a)),Các khoản phải thu ngắn hạn khác(Thuyết minh 8(a)),Các khoản phải thu ngắn hạn khác(Thuyết minh 8(a)),Các khoản phải thu ngắn hạn khác(Thuyết minh 8(a)),,
Công ty Cổ phần Nova Hospitality,Các khoản phải thu ngắn hạn khác(Thuyết minh 8(a)) > Công ty Cổ phần Nova Hospitality,Công ty Cổ phần Nova Hospitality,1.048.925.082.667,-,1048925082667.0,
Công ty TNHH No Va Thảo Điền,Các khoản phải thu ngắn hạn khác(Thuyết minh 8(a)) > Công ty TNHH No Va Thảo Điền,Công ty TNHH No Va Thảo Điền,63.993.412.000,-,63993412000.0,
Công ty Cổ phần Phát triển và Dịch vụNhà Bến Thành,Các khoản phải thu ngắn hạn khác(Thuyết minh 8(a)) > Công ty Cổ phần Phát triển và Dịch vụNhà Bến Thành,Công ty Cổ phần Phát triển và Dịch vụNhà Bến Thành,36.821.810.338,38.324.741.374,36821810338.0,38324741374.0
Công ty TNHH Đầu tư và Phát triểnBất động sản Nova Phúc Nguyên,Các khoản phải thu ngắn hạn khác(Thuyết minh 8(a)) > Công ty TNHH Đầu tư và Phát triểnBất động sản Nova Phúc Nguyên,Công ty TNHH Đầu tư và Phát triểnBất động sản Nova Phúc Nguyên,35.725.000.000,50.725.000.000,35725000000.0,50725000000.0
Công ty Cổ phần Điện tử và Dịch vụ Côngnghiệp Sài Gòn,Các khoản phải thu ngắn hạn khác(Thuyết minh 8(a)) > Công ty Cổ phần Điện tử và Dịch vụ Côngnghiệp Sài Gòn,Công ty Cổ phần Điện tử và Dịch vụ Côngnghiệp Sài Gòn,15.000.000.000,26.740.105.439,15000000000.0,26740105439.0
Công ty Cổ phần Nova Princess Residence,Các khoản phải thu ngắn hạn khác(Thuyết minh 8(a)) > Công ty Cổ phần Nova Princess Residence,Công ty Cổ phần Nova Princess Residence,-,14.880.000,,14880000.0
,,,1.200.465.305.005,115.804.726.813,1200465305005.0,115804726813.0
Các khoản phải thu dài hạn khác(Thuyết minh 8(b)),Các khoản phải thu dài hạn khác(Thuyết minh 8(b)),Các khoản phải thu dài hạn khác(Thuyết minh 8(b)),Các khoản phải thu dài hạn khác(Thuyết minh 8(b)),Các khoản phải thu dài hạn khác(Thuyết minh 8(b)),,
Công ty TNHH The Forest City,Các khoản phải thu dài hạn khác(Thuyết minh 8(b)) > Công ty TNHH The Forest City,Công ty TNHH The Forest City,200.000.000.000,-,200000000000.0,
Công ty Cổ phần Phát triển và Dịch vụNhà Bến Thành,Các khoản phải thu dài hạn khác(Thuyết minh 8(b)) > Công ty Cổ phần Phát triển và Dịch vụNhà Bến Thành,Công ty Cổ phần Phát triển và Dịch vụNhà Bến Thành,5.682.317.455,5.682.317.455,5682317455.0,5682317455.0
,,,205.682.317.455,5.682.317.455,205682317455.0,5682317455.0
Phải trả người bán ngắn hạn (Thuyết minh 16),Phải trả người bán ngắn hạn (Thuyết minh 16),Phải trả người bán ngắn hạn (Thuyết minh 16),Phải trả người bán ngắn hạn (Thuyết minh 16),Phải trả người bán ngắn hạn (Thuyết minh 16),,
Công ty Cổ phần Phát triển và Dịch vụNhà Bến Thành,Phải trả người bán ngắn hạn (Thuyết minh 16) > Công ty Cổ phần Phát triển và Dịch vụNhà Bến Thành,Công ty Cổ phần Phát triển và Dịch vụNhà Bến Thành,316.457.900,489.425.295,316457900.0,489425295.0
Công ty TNHH Bất động sản Nova Riverside,Phải trả người bán ngắn hạn (Thuyết minh 16) > Công ty TNHH Bất động sản Nova Riverside,Công ty TNHH Bất động sản Nova Riverside,-,58.197.999,,58197999.0
,,,316.457.900,547.623.294,316457900.0,547623294.0
Chi phí phải trả ngắn hạn (Thuyết minh 19),Chi phí phải trả ngắn hạn (Thuyết minh 19),Chi phí phải trả ngắn hạn (Thuyết minh 19),Chi phí phải trả ngắn hạn (Thuyết minh 19),Chi phí phải trả ngắn hạn (Thuyết minh 19),,
Công ty TNHH Nova Rivergate,Chi phí phải trả ngắn hạn (Thuyết minh 19) > Công ty TNHH Nova Rivergate,Công ty TNHH Nova Rivergate,-,79.938.769.976,,79938769976.0
Công ty TNHH Phát triển Quốc tế Thế Kỹ 21,Chi phí phải trả ngắn hạn (Thuyết minh 19) > Công ty TNHH Phát triển Quốc tế Thế Kỹ 21,Công ty TNHH Phát triển Quốc tế Thế Kỹ 21,-,64.202.860.046,,64202860046.0
Công ty Cổ phần Cao ốc Phương Đông,Chi phí phải trả ngắn hạn (Thuyết minh 19) > Công ty Cổ phần Cao ốc Phương Đông,Công ty Cổ phần Cao ốc Phương Đông,-,30.242.187.224,,30242187224.0
Công ty TNHH Bất động sản Gia Phú,Chi phí phải trả ngắn hạn (Thuyết minh 19) > Công ty TNHH Bất động sản Gia Phú,Công ty TNHH Bất động sản Gia Phú,-,10.028.082.194,,10028082194.0
Công ty Cổ phần Kinh doanh Bất động sảnThái Bình,Chi phí phải trả ngắn hạn (Thuyết minh 19) > Công ty Cổ phần Kinh doanh Bất động sảnThái Bình,Công ty Cổ phần Kinh doanh Bất động sảnThái Bình,-,5.032.465.753,,5032465753.0
,,,-,189.444.365.193,,189444365193.0
