row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2019 VND,Tại ngày 31 tháng 12 năm > 2018 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2019 VND,numeric__Tại ngày 31 tháng 12 năm > 2018 VND
100,100,100,TÀI SẢN NGÁN HẠN,,5.936.998.024.235,9.842.808.514.571,,,5936998024235.0,9842808514571.0
110,110,110,Tiền và các khoản tương đương tiền,3,1.425.533.678.899,6.307.617.528.607,,3.0,1425533678899.0,6307617528607.0
111,111,111,Tiền,,773.882.285.757,4.364.094.540.471,,,773882285757.0,4364094540471.0
112,112,112,Các khoản tương đương tiền,,651.651.393.142,1.943.522.988.136,,,651651393142.0,1943522988136.0
120,120,120,Đầu tư tài chính ngắn hạn,,116.815.000.000,3.317.247.322,,,116815000000.0,3317247322.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),116.815.000.000,3.317.247.322,,,116815000000.0,3317247322.0
130,130,130,Các khoản phải thu ngắn hạn,,1.921.590.321.682,978.301.813.696,,,1921590321682.0,978301813696.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,107.330.909.046,141.867.503.918,,5.0,107330909046.0,141867503918.0
132,132,132,Trả trước cho người bán ngắn hạn,6,345.135.474.007,374.209.855.850,,6.0,345135474007.0,374209855850.0
135,135,135,Phải thu về cho vay ngắn hạn,7,-,7.520.000.000,,7.0,,7520000000.0
136,136,136,Phải thu ngắn hạn khác,8(a),1.469.123.938.629,454.704.453.928,,,1469123938629.0,454704453928.0
140,140,140,Hàng tồn kho,10,2.361.253.926.178,2.357.821.074.991,,10.0,2361253926178.0,2357821074991.0
141,141,141,Hàng tồn kho,,2.361.253.926.178,2.357.821.074.991,,,2361253926178.0,2357821074991.0
150,150,150,Tài sản ngắn hạn khác,,111.805.097.476,195.750.849.955,,,111805097476.0,195750849955.0
151,151,151,Chi phí trả trước ngắn hạn,11(a),46.717.810.024,58.028.744.567,,,46717810024.0,58028744567.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",18(a),60.377.552.738,133.012.370.674,,,60377552738.0,133012370674.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,18(a),4.709.734.714,4.709.734.714,,,4709734714.0,4709734714.0
