row_label_raw,row_label_full,31.12.2019 > Tỷ lệ sở hữu %,31.12.2019 > Giá gốc VND,31.12.2019 > Giá trị hợp lý VND,31.12.2019 > Dự phòng VND,31.12.2018 > Tỷ lệ sở hữu %,31.12.2018 > Giá gốc VND,31.12.2018 > Giá trị hợp lý VND,31.12.2018 > Dự phòng VND,numeric__31.12.2019 > Giá gốc VND,numeric__31.12.2019 > Giá trị hợp lý VND,numeric__31.12.2019 > Dự phòng VND,numeric__31.12.2018 > Tỷ lệ sở hữu %,numeric__31.12.2018 > Giá gốc VND,numeric__31.12.2018 > Giá trị hợp lý VND,numeric__31.12.2018 > Dự phòng VND
"99,99","99,99","99,99",528.310.550.000,(*),-,"99,99",528.310.550.000,(*),-,528310550000.0,,,99.99,528310550000.0,,
"99,99","99,99","99,99",527.393.300.000,(*),-,"99,99",327.393.300.000,(*),-,527393300000.0,,,99.99,327393300000.0,,
"92,70","92,70","92,70",374.918.018.977,(*),-,"92,70",374.918.018.977,(*),-,374918018977.0,,,92.7,374918018977.0,,
"99,90","99,90","99,90",366.707.530.000,(*),-,"99,90",366.707.530.000,(*),-,366707530000.0,,,99.9,366707530000.0,,
"99,99","99,99","99,99",325.665.604.000,(*),-,"99,99",325.665.604.000,(*),-,325665604000.0,,,99.99,325665604000.0,,
"51,00","51,00","51,00",290.190.000.000,(*),-,"51,00",290.190.000.000,(*),-,290190000000.0,,,51.0,290190000000.0,,
"99,96","99,96","99,96",283.780.000.000,(*),-,"98,00",5.880.000.000,(*),-,283780000000.0,,,98.0,5880000000.0,,
"73,00","73,00","73,00",267.910.000.000,(*),-,"73,00",267.910.000.000,(*),-,267910000000.0,,,73.0,267910000000.0,,
"92,27","92,27","92,27",234.500.000.000,(*),-,"92,27",234.500.000.000,(*),-,234500000000.0,,,92.27,234500000000.0,,
"98,60","98,60","98,60",211.998.000.000,(*),-,"98,60",211.998.000.000,(*),-,211998000000.0,,,98.6,211998000000.0,,
"99,89","99,89","99,89",189.981.000.000,(*),-,"99,89",189.981.000.000,(*),-,189981000000.0,,,99.89,189981000000.0,,
"94,02","94,02","94,02",173.000.000.000,(*),-,"94,02",173.000.000.000,(*),-,173000000000.0,,,94.02,173000000000.0,,
"99,99","99,99","99,99",138.986.100.000,(*),-,"99,99",138.986.100.000,(*),-,138986100000.0,,,99.99,138986100000.0,,
"100,00","100,00","100,00",99.995.000.000,(*),-,"100,00",99.995.000.000,(*),-,99995000000.0,,,100.0,99995000000.0,,
"50,99","50,99","50,99",49.014.100.000,(*),-,"50,99",49.014.100.000,(*),-,49014100000.0,,,50.99,49014100000.0,,
