row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,1.281.618.655.883,3.803.674.313.262,,,1281618655883.0,3803674313262.0
02,02,02,Các khoản giảm trừ doanh thu,,(17.808.171.359),-,,,-17808171359.0,
10,10,10,Doanh thu thuần về bán hàng và dịch vụ cung cấp,28,1.263.810.484.524,3.803.674.313.262,,28.0,1263810484524.0,3803674313262.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,29,(1.018.996.444.728),(1.546.772.564.425),,29.0,-1018996444728.0,-1546772564425.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,244.814.039.796,2.256.901.748.837,,,244814039796.0,2256901748837.0
21,21,21,Doanh thu hoạt động tài chính,30,2.999.762.211.056,1.938.004.182.314,,30.0,2999762211056.0,1938004182314.0
22,22,22,Chi phí tài chính,31,(2.527.725.122.469),(2.157.483.807.684),,31.0,-2527725122469.0,-2157483807684.0
23,23,23,- Trong đó: Chi phí lãi vay,31,(1.651.978.253.306),(1.696.283.554.055),,31.0,-1651978253306.0,-1696283554055.0
25,25,25,Chi phí bán hàng,32,(53.078.292.147),(90.133.019.101),,32.0,-53078292147.0,-90133019101.0
26,26,26,Chi phí quản lý doanh nghiệp,33,(174.242.749.126),(143.489.558.924),,33.0,-174242749126.0,-143489558924.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,489.530.087.110,1.803.799.545.442,,,489530087110.0,1803799545442.0
31,31,31,Thu nhập khác,,16.038.666.277,14.239.428.402,,,16038666277.0,14239428402.0
32,32,32,Chi phí khác,,(71.214.510.493),(8.644.806.475),,,-71214510493.0,-8644806475.0
40,40,40,(Lỗ)/lợi nhuận khác,34,(55.175.844.216),5.594.621.927,,34.0,-55175844216.0,5594621927.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,434.354.242.894,1.809.394.167.369,,,434354242894.0,1809394167369.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,35,-,(339.833.788.022),,35.0,,-339833788022.0
52,52,52,Chi phí thuế TNDN hoãn lại,"24, 35",-,-,,,,
60,52 > 60,60,Lợi nhuận sau thuế TNDN,,434.354.242.894,1.469.560.379.347,,,434354242894.0,1469560379347.0
