row_label_raw,row_label_full,31.12.2019Tỷ lệ biểu quyết(%),31.12.2018Tỷ lệ biểu quyết(%),numeric__31.12.2018Tỷ lệ biểu quyết(%)
"99,98","99,98","99,98","99,98",99.98
"95,80","95,80","95,80",-,
"99,99","99,99","99,99",-,
"95,49","95,49","95,49",-,
"99,98","95,49 > 99,98","99,98","99,98",99.98
"96,15","96,15","96,15",-,
"99,97","96,15 > 99,97","99,97","99,97",99.97
"99,99","96,15 > 99,99","99,99","99,99",99.99
"99,83","96,15 > 99,83","99,83","99,83",99.83
"99,99","96,15 > 99,99","99,99","99,99",99.99
"99,89","96,15 > 99,89","99,89","99,89",99.89
"99,90","96,15 > 99,90","99,90","99,90",99.9
"100,00","100,00","100,00",-,
"99,90","99,90","99,90",-,
"80,00","80,00","80,00",-,
"99,00","99,00","99,00",-,
"55,88","99,00 > 55,88","55,88","55,88",55.88
"49,72","49,72","49,72",-,
"50,00","49,72 > 50,00","50,00","50,00",50.0
