row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > VND Tăng,Trong năm > VND Giảm,Chênh lệch tỷ giá cuối năm > VND,Chênh lệch tỷ giá cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > VND Tăng,numeric__Trong năm > VND Giảm,numeric__Chênh lệch tỷ giá cuối năm > VND,numeric__Chênh lệch tỷ giá cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Vay đài hạn đến hạn trả,Vay đài hạn đến hạn trả,Vay đài hạn đến hạn trả,Vay đài hạn đến hạn trả,Vay đài hạn đến hạn trả,Vay đài hạn đến hạn trả,Vay đài hạn đến hạn trả,Vay đài hạn đến hạn trả,Vay đài hạn đến hạn trả,Vay đài hạn đến hạn trả,,,,,,,
Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Sở giao dịch II,Vay đài hạn đến hạn trả > Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Sở giao dịch II,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Sở giao dịch II,29.400.000.000,29.400.000.000,-,29.400.000.000,-,-,-,29400000000.0,29400000000.0,,29400000000.0,,,
Vay hợp vốn của 9 Chi nhánh ngân hàng thương mại do Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Sở giao dịch II làm đầu mối,Vay đài hạn đến hạn trả > Vay hợp vốn của 9 Chi nhánh ngân hàng thương mại do Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Sở giao dịch II làm đầu mối,Vay hợp vốn của 9 Chi nhánh ngân hàng thương mại do Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Sở giao dịch II làm đầu mối,714.233.888.973,714.233.888.973,-,714.233.888.973,-,-,-,714233888973.0,714233888973.0,,714233888973.0,,,
Ngân hàng Crédit Agricole Corporate and Investment,Vay đài hạn đến hạn trả > Ngân hàng Crédit Agricole Corporate and Investment,Ngân hàng Crédit Agricole Corporate and Investment,70.353.828.238,70.353.828.238,-,70.353.828.238,-,-,-,70353828238.0,70353828238.0,,70353828238.0,,,
,,,813.987.717.211,813.987.717.211,-,813.987.717.211,-,-,-,813987717211.0,813987717211.0,,813987717211.0,,,
