row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,3.634.770.943.193,4.648.064.809.831,,300.0,,3634770943193.0,4648064809831.0
I.,I.,I.,Nợ ngắn hạn,310,,3.619.255.887.859,4.628.609.746.466,,310.0,,3619255887859.0,4628609746466.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,15,1.208.301.073.996,1.367.654.722.815,,311.0,15.0,1208301073996.0,1367654722815.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,16,73.652.993.088,63.658.086.465,,312.0,16.0,73652993088.0,63658086465.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,11,47.126.752.061,51.633.909.851,,313.0,11.0,47126752061.0,51633909851.0
4.,4.,4.,Phải trả người lao động,314,,196.712.964.422,147.960.435.760,,314.0,,196712964422.0,147960435760.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,17,7.416.332.760,33.554.390.426,,315.0,17.0,7416332760.0,33554390426.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,18,136.004.223.632,103.319.361.971,,318.0,18.0,136004223632.0,103319361971.0
7.,7.,7.,Phải trả ngắn hạn khác,319,19,201.355.842.320,384.688.787.493,,319.0,19.0,201355842320.0,384688787493.0
8.,8.,8.,Vay ngắn hạn,320,20,1.611.128.051.741,2.376.947.182.563,,320.0,20.0,1611128051741.0,2376947182563.0
9.,9.,9.,"Quỹ khen thưởng, phúc lợi",322,,137.557.653.839,99.192.869.122,,322.0,,137557653839.0,99192869122.0
II.,II.,II.,Nợ dài hạn,330,,15.515.055.334,19.455.063.365,,330.0,,15515055334.0,19455063365.0
1.,1.,1.,Dự phòng phải trả dài hạn,342,21,15.515.055.334,14.422.063.365,,342.0,21.0,15515055334.0,14422063365.0
2.,2.,2.,Quỹ phát triển khoa học và công nghệ,343,,-,5.033.000.000,,343.0,,,5033000000.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,5.174.416.060.138,5.392.466.206.858,,400.0,,5174416060138.0,5392466206858.0
I.,I.,I.,Vốn chủ sở hữu,410,22,5.174.416.060.138,5.392.466.206.858,,410.0,22.0,5174416060138.0,5392466206858.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.815.899.110.000,3.815.899.110.000,,411.0,,3815899110000.0,3815899110000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.815.899.110.000,3.815.899.110.000,,,,3815899110000.0,3815899110000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,70.790.410.045,70.790.410.045,,412.0,,70790410045.0,70790410045.0
3.,3.,3.,Cổ phiếu quỹ,415,,(902.752.100),(902.752.100),,415.0,,-902752100.0,-902752100.0
4.,4.,4.,Quỹ đầu tư phát triển,418,,792.790.539.128,770.212.709.128,,418.0,,792790539128.0,770212709128.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,,486.794.799.350,727.675.817.174,,421.0,,486794799350.0,727675817174.0
,,,- Lợi nhuận sau thuế chưa phân phối đến cuối năm trước,421a,,117.840.693.974,119.944.200.228,,,,117840693974.0,119944200228.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,368.954.105.376,607.731.616.946,,,,368954105376.0,607731616946.0
6.,6.,6.,Lợi ích cổ đông không kiểm soát,429,,9.043.953.715,8.790.912.611,,429.0,,9043953715.0,8790912611.0
,,,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,8.809.187.003.331,10.040.531.016.689,,440.0,,8809187003331.0,10040531016689.0
