row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,1. > 1.,1.,Lợi nhuận trước thuế,01,461.773.434.381,767.699.398.203,,1.0,461773434381.0,767699398203.0
2.,2.,2.,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
2.,2. > 2.,2.,Khẩu hao tài sản cố định,02,583.858.935.558,656.618.647.549,,2.0,583858935558.0,656618647549.0
2.,2. > 2.,2.,Các khoản dự phòng,03,(12.568.437.633),11.680.998.431,,3.0,-12568437633.0,11680998431.0
2.,2. > 2.,2.,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,478.981.296,6.960.509.931,,4.0,478981296.0,6960509931.0
2.,2. > 2.,2.,(Lãi) từ hoạt động đầu tư,05,(11.899.589.494),(9.863.656.049),,5.0,-11899589494.0,-9863656049.0
2.,2. > 2.,2.,Chỉ phí lãi vay,06,99.949.157.178,181.090.596.247,,6.0,99949157178.0,181090596247.0
2.,2. > 2.,2.,Các khoản điều chỉnh khác,07,-,5.033.000.000,,7.0,,5033000000.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,1.121.592.481.286,1.619.219.494.312,,8.0,1121592481286.0,1619219494312.0
3.,2. > 3.,3.,Thay đổi các khoản phải thu,09,(26.322.427.476),(19.529.069.205),,9.0,-26322427476.0,-19529069205.0
3.,2. > 3.,3.,Thay đổi hàng tồn kho,10,69.919.084.443,(16.674.645.903),,10.0,69919084443.0,-16674645903.0
3.,2. > 3.,3.,"Thay đổi các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,(72.463.175.283),148.034.028.153,,11.0,-72463175283.0,148034028153.0
3.,2. > 3.,3.,Thay đổi chỉ phí trả trước,12,(38.822.478.836),(35.574.838.441),,12.0,-38822478836.0,-35574838441.0
3.,2. > 3.,3.,Giảm chứng khoán kinh doanh,13,804.151,-,,13.0,804151.0,
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(127.333.309.860),(196.783.669.822),,14.0,-127333309860.0,-196783669822.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(92.766.586.209),(174.927.117.168),,15.0,-92766586209.0,-174927117168.0
3.,2. > 3.,3.,Tiền chỉ khác cho hoạt động kinh doanh,17,(98.651.980.949),(74.671.662.808),,17.0,-98651980949.0,-74671662808.0
3.,2. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,735.152.411.267,1.249.092.519.118,,20.0,735152411267.0,1249092519118.0
II.,II.,II.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chỉ mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(125.080.427.940),(93.349.740.905),,21.0,-125080427940.0,-93349740905.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,268.134.545,1.884.075.637,,22.0,268134545.0,1884075637.0
3.,II. > 3.,3.,"Tiền (chỉ) cho vay, bán lại công cụ nợ của đơn vị khác",23,(744.553.114),(4.054.018.795),,23.0,-744553114.0,-4054018795.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,-,3.170.724.065,,24.0,,3170724065.0
5.,II. > 5.,5.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,11.645.454.949,8.658.642.841,,27.0,11645454949.0,8658642841.0
5.,II. > 5.,5.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(113.911.391.560),(83.690.317.157),,30.0,-113911391560.0,-83690317157.0
