row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,29,16.822.823.680.023,18.847.758.909.185,,1.0,29.0,16822823680023.0,18847758909185.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,29,158.151.142.409,133.553.048.040,,2.0,29.0,158151142409.0,133553048040.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,29,16.664.672.537.614,18.714.205.861.145,,10.0,29.0,16664672537614.0,18714205861145.0
4.,4.,4.,Giá vốn hàng bán và cung cấp dịch vụ,11,30,14.550.681.716.128,16.884.083.731.929,,11.0,30.0,14550681716128.0,16884083731929.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,2.113.990.821.486,1.830.122.129.216,,20.0,,2113990821486.0,1830122129216.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,32,840.623.635.551,394.870.532.850,,21.0,32.0,840623635551.0,394870532850.0
7.,7.,7.,Chi phí tài chính,22,33,1.128.443.045.178,744.443.081.249,,22.0,33.0,1128443045178.0,744443081249.0
,,,- Trong đó: Chi phí lãi vay và chi phí phát hành trái phiếu,23,,716.192.111.956,516.390.762.541,,23.0,,716192111956.0,516390762541.0
8.,8.,8.,"Phần lãi trong công ty liên kết, liên doanh",24,16.2,19.475.537.739,28.527.328.458,,24.0,162.0,19475537739.0,28527328458.0
9.,9.,9.,Chi phí bán hàng,25,34,348.744.839.303,360.858.347.287,,25.0,34.0,348744839303.0,360858347287.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,34,408.238.567.370,387.450.215.643,,26.0,34.0,408238567370.0,387450215643.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)+24-(25+26)),30,,1.088.663.542.925,760.768.346.345,,30.0,,1088663542925.0,760768346345.0
12.,12.,12.,Thu nhập khác,31,35,40.567.570.130,59.484.548.159,,31.0,35.0,40567570130.0,59484548159.0
13.,13.,13.,Chi phí khác,32,,8.877.018.432,2.247.136.204,,32.0,,8877018432.0,2247136204.0
14.,14.,14.,Lợi nhuận khác (40=31-32),40,,31.690.551.698,57.237.406.955,,40.0,,31690551698.0,57237406955.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,1.120.354.094.623,818.005.753.300,,50.0,,1120354094623.0,818005753300.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,36,140.747.641.889,177.074.181.774,,51.0,36.0,140747641889.0,177074181774.0
17.,17.,17.,Chi phí/(thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,36,8.001.521.170,(13.857.407.490),,52.0,36.0,8001521170.0,-13857407490.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,971.604.931.564,654.788.979.016,,60.0,,971604931564.0,654788979016.0
,,,Trong đó:,,,,,,,,,
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,880.462.911.763,565.867.041.019,,61.0,,880462911763.0,565867041019.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,91.142.019.801,88.921.937.997,,62.0,,91142019801.0,88921937997.0
19.,19.,19.,Lãi cơ bản trên cổ phiếu,70,37,2.935,2.245,,70.0,37.0,2935.0,2245.0
