row_label_raw,row_label_full,khác,Chức vụ,Năm nay,Năm trước,numeric__Chức vụ,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Nguyễn Trọng Trung,Nguyễn Trọng Trung,Nguyễn Trọng Trung,Tổng Giám đốc,431.000.000,450.000.000,,431000000.0,450000000.0
Các thành viên quản lý khác,Các thành viên quản lý khác,Các thành viên quản lý khác,,1.627.622.725,1.027.119.697,,1627622725.0,1027119697.0
,,,,2.058.622.725,1.477.119.697,,2058622725.0,1477119697.0
