row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
"Tiền phong tỏa để chào mua công khai cổ phiếu Cadivi, Thibidi","Tiền phong tỏa để chào mua công khai cổ phiếu Cadivi, Thibidi","Tiền phong tỏa để chào mua công khai cổ phiếu Cadivi, Thibidi",231.196.450.500,-,231196450500.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",79.014.338.006,192.741.422.014,79014338006.0,192741422014.0
Tạm ứng,Tạm ứng,Tạm ứng,18.957.847.345,20.461.929.296,18957847345.0,20461929296.0
"Phải thu về tiền lãi tiền gửi, cho vay","Phải thu về tiền lãi tiền gửi, cho vay","Phải thu về tiền lãi tiền gửi, cho vay",3.587.138.577,16.958.235.686,3587138577.0,16958235686.0
Cổ tức đã chuyển VSD thanh toán cho cổ đông,Cổ tức đã chuyển VSD thanh toán cho cổ đông,Cổ tức đã chuyển VSD thanh toán cho cổ đông,-,39.464.599.000,,39464599000.0
Phải thu do điều chỉnh giá nhập nguyên vật liệu,Phải thu do điều chỉnh giá nhập nguyên vật liệu,Phải thu do điều chỉnh giá nhập nguyên vật liệu,-,35.480.287.182,,35480287182.0
Phải thu về bán cổ phiếu quỹ tại công ty con,Phải thu về bán cổ phiếu quỹ tại công ty con,Phải thu về bán cổ phiếu quỹ tại công ty con,-,27.530.422.420,,27530422420.0
Phải thu khác,Phải thu khác,Phải thu khác,24.914.104.598,20.082.820.574,24914104598.0,20082820574.0
,,,357.669.879.026,352.719.716.172,357669879026.0,352719716172.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn khác các bên liên quan(Chi tiết tại Thuyết minh số 38),Trong đó: > Phải thu ngắn hạn khác các bên liên quan(Chi tiết tại Thuyết minh số 38),Phải thu ngắn hạn khác các bên liên quan(Chi tiết tại Thuyết minh số 38),-,4.315.714.530,,4315714530.0
