row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,9.652.096.136.063,10.677.904.872.417,,200.0,,9652096136063.0,10677904872417.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,15.111.000.000,172.000.000,,210.0,,15111000000.0,172000000.0
1.,1.,1.,Phải thu về cho vay dài hạn,215,7,15.000.000.000,-,,215.0,7.0,15000000000.0,
2.,2.,2.,Phải thu dài hạn khác,216,,111.000.000,172.000.000,,216.0,,111000000.0,172000000.0
II.,II.,II.,Tài sản cố định,220,,6.682.659.963.865,6.785.197.478.113,,220.0,,6682659963865.0,6785197478113.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,6.588.973.490.925,6.656.073.821.302,,221.0,12.0,6588973490925.0,6656073821302.0
1.,1.,1.,- Nguyên giá,222,,9.630.097.534.692,9.424.513.863.082,,222.0,,9630097534692.0,9424513863082.0
1.,1.,1.,- Giá trị hao mòn lũy kế,223,,(3.041.124.043.767),(2.768.440.041.780),,223.0,,-3041124043767.0,-2768440041780.0
2.,2.,2.,Tài sản cố định vô hình,227,13,93.686.472.940,129.123.656.811,,227.0,13.0,93686472940.0,129123656811.0
2.,2.,2.,- Nguyên giá,228,,138.209.973.949,168.249.758.669,,228.0,,138209973949.0,168249758669.0
2.,2.,2.,- Giá trị hao mòn lũy kế,229,,(44.523.501.009),(39.126.101.858),,229.0,,-44523501009.0,-39126101858.0
III.,III.,III.,Bất động sản đầu tư,230,14,139.231.876.837,-,,230.0,14.0,139231876837.0,
III.,III.,III.,- Nguyên giá,231,,215.774.318.168,2.374.201.599,,231.0,,215774318168.0,2374201599.0
III.,III.,III.,- Giá trị hao mòn lũy kế,232,,(76.542.441.331),(2.374.201.599),,232.0,,-76542441331.0,-2374201599.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,171.388.161.698,514.376.749.859,,240.0,,171388161698.0,514376749859.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,15,171.388.161.698,514.376.749.859,,242.0,15.0,171388161698.0,514376749859.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,1.882.150.801.639,2.598.357.532.586,,250.0,,1882150801639.0,2598357532586.0
1.,1.,1.,"Đầu tư vào công ty liên doanh, liên kết",252,16.2,767.553.251.239,2.595.121.851.285,,252.0,162.0,767553251239.0,2595121851285.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,16.3,1.114.597.550.400,3.235.681.301,,253.0,163.0,1114597550400.0,3235681301.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,761.554.332.024,779.801.111.859,,260.0,,761554332024.0,779801111859.0
1.,1.,1.,Chi phí trả trước dài hạn,261,11,591.666.043.239,571.261.215.801,,261.0,11.0,591666043239.0,571261215801.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,26,16.101.230.196,25.249.393.060,,262.0,26.0,16101230196.0,25249393060.0
3.,3.,3.,Lợi thế thương mại,269,17,153.787.058.589,183.290.502.998,,269.0,17.0,153787058589.0,183290502998.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,17.419.623.160.026,23.123.789.280.402,,270.0,,17419623160026.0,23123789280402.0
