row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > VND Giảm,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > VND Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Trái phiếu phát hành (i),Trái phiếu phát hành (i),Trái phiếu phát hành (i),859.164.151.857,859.164.151.857,395.561.700.843,859.164.151.857,395.561.700.843,395.561.700.843,859164151857.0,859164151857.0,395561700843.0,859164151857.0,395561700843.0,395561700843.0
Vay ngân hàng (ii),Vay ngân hàng (ii),Vay ngân hàng (ii),4.722.637.779.439,4.722.637.779.439,663.207.946.256,616.488.348.548,4.769.357.377.147,4.769.357.377.147,4722637779439.0,4722637779439.0,663207946256.0,616488348548.0,4769357377147.0,4769357377147.0
Vay các bên liên quan (iii) (Chi tiết tại Thuyết minh số 38),Vay các bên liên quan (iii) (Chi tiết tại Thuyết minh số 38),Vay các bên liên quan (iii) (Chi tiết tại Thuyết minh số 38),1.408.125.000.000,1.408.125.000.000,800.000.000.000,1.073.750.000.000,1.134.375.000.000,1.134.375.000.000,1408125000000.0,1408125000000.0,800000000000.0,1073750000000.0,1134375000000.0,1134375000000.0
Vay đổi tượng khác (iv),Vay đổi tượng khác (iv),Vay đổi tượng khác (iv),-,-,15.000.000.000,-,15.000.000.000,15.000.000.000,,,15000000000.0,,15000000000.0,15000000000.0
,,,6.989.926.931.296,6.989.926.931.296,1.873.769.647.099,2.549.402.500.405,6.314.294.077.990,6.314.294.077.990,6989926931296.0,6989926931296.0,1873769647099.0,2549402500405.0,6314294077990.0,6314294077990.0
