row_label_raw,row_label_full,col_0,col_1,Số cuối năm,Số đầu năm,numeric__col_1,numeric__Số cuối năm,numeric__Số đầu năm
Ngoại tệ các loại,Ngoại tệ các loại,Ngoại tệ các loại,Ngoại tệ các loại,Ngoại tệ các loại,Ngoại tệ các loại,,,
Đô la Mỹ,Ngoại tệ các loại > Đô la Mỹ,Đô la Mỹ,USD,"1.183.305,13","6.178.996,00",,1183305.13,6178996.0
Euro,Ngoại tệ các loại > Euro,Euro,EUR,"41.068,57","6.262,00",,41068.57,6262.0
Đô la Úc,Ngoại tệ các loại > Đô la Úc,Đô la Úc,AUD,"150,00",-,,150.0,
