row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,11.416.179.720.742,17.136.396.187.466,,300.0,,11416179720742.0,17136396187466.0
I.,I.,I.,Nợ ngắn hạn,310,,6.165.114.622.354,10.923.217.163.650,,310.0,,6165114622354.0,10923217163650.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,18,1.052.192.064.846,2.804.641.003.738,,311.0,18.0,1052192064846.0,2804641003738.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,19,246.176.594.439,377.174.341.347,,312.0,19.0,246176594439.0,377174341347.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,20,89.968.626.997,71.085.559.607,,313.0,20.0,89968626997.0,71085559607.0
4.,4.,4.,Phải trả người lao động,314,,83.766.866.498,120.272.570.238,,314.0,,83766866498.0,120272570238.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,21,61.402.099.246,98.282.844.852,,315.0,21.0,61402099246.0,98282844852.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,-,11.253.467.576,,318.0,,,11253467576.0
7.,7.,7.,Phải trả ngắn hạn khác,319,22,1.016.080.095.926,1.938.077.205.658,,319.0,22.0,1016080095926.0,1938077205658.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,23,3.505.874.297.985,5.369.748.183.845,,320.0,23.0,3505874297985.0,5369748183845.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,25,88.198.811.192,98.864.231.183,,321.0,25.0,88198811192.0,98864231183.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,21.455.165.225,33.817.755.606,,322.0,,21455165225.0,33817755606.0
II.,II.,II.,Nợ dài hạn,330,,5.251.065.098.388,6.213.179.023.816,,330.0,,5251065098388.0,6213179023816.0
1.,1.,1.,Phải trả người bán dài hạn,331,18,9.259.078.400,9.259.078.400,,331.0,18.0,9259078400.0,9259078400.0
2.,2.,2.,Phải trả dài hạn khác,337,,2.172.000.000,707.300.000,,337.0,,2172000000.0,707300000.0
3.,3.,3.,Vay và nợ thuê tài chính dài hạn,338,24,5.159.829.973.072,6.113.922.911.348,,338.0,24.0,5159829973072.0,6113922911348.0
4.,4.,4.,Thuế thu nhập hoãn lại phải trả,341,26,6.451.798.811,7.598.440.505,,341.0,26.0,6451798811.0,7598440505.0
5.,5.,5.,Dự phòng phải trả dài hạn,342,25,73.352.248.105,81.691.293.563,,342.0,25.0,73352248105.0,81691293563.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,6.003.443.439.284,5.987.393.092.936,,400.0,,6003443439284.0,5987393092936.0
I.,I.,I.,Vốn chủ sở hữu,410,27,6.000.424.392.006,5.983.526.045.666,,410.0,27.0,6000424392006.0,5983526045666.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.000.000.000.000,3.000.000.000.000,,411.0,,3000000000000.0,3000000000000.0
,,,- Cổ phiếu phố thông có quyền biểu quyết,411a,,3.000.000.000.000,3.000.000.000.000,,,,3000000000000.0,3000000000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,835.287.500.000,835.287.500.000,,412.0,,835287500000.0,835287500000.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,5.000.000.000,5.000.000.000,,418.0,,5000000000.0,5000000000.0
4.,4.,4.,Quỹ khác thuộc vốn chủ sở hữu,420,,525.863.463.548,525.863.463.548,,420.0,,525863463548.0,525863463548.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,,919.904.234.036,858.116.806.206,,421.0,,919904234036.0,858116806206.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,369.170.086.575,387.046.888.398,,,,369170086575.0,387046888398.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,550.734.147.461,471.069.917.808,,,,550734147461.0,471069917808.0
6.,6.,6.,Lợi ích của cổ đông không kiểm soát,429,,714.369.194.422,759.258.275.912,,429.0,,714369194422.0,759258275912.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,3.019.047.278,3.867.047.270,,430.0,,3019047278.0,3867047270.0
1.,1.,1.,Nguồn kinh phí đã hình thành tài sản cổ định,432,,3.019.047.278,3.867.047.270,,432.0,,3019047278.0,3867047270.0
