row_label_raw,row_label_full,Thuế giá trị gia tăng,Số phải thu đầu nămVND > 52.885.996,Số phải nộp đầu nămVND > 16.365.452.872,Số phải nộp trong nămVND > 710.604.497.077,Số đã thực nộp /khẩu trừ trong nămVND > 709.016.117.870,Số phải thu cuối nămVND > 11.519.304.307,Số phải nộp cuối nămVND > 29.420.250.390,numeric__Số phải thu đầu nămVND > 52.885.996,numeric__Số phải nộp đầu nămVND > 16.365.452.872,numeric__Số phải nộp trong nămVND > 710.604.497.077,numeric__Số đã thực nộp /khẩu trừ trong nămVND > 709.016.117.870,numeric__Số phải thu cuối nămVND > 11.519.304.307,numeric__Số phải nộp cuối nămVND > 29.420.250.390
"Thuế xuất khẩu, nhập khẩu","Thuế xuất khẩu, nhập khẩu","Thuế xuất khẩu, nhập khẩu",67.905.680,-,11.360.295.443,11.294.866.899,2.477.136,-,67905680.0,,11360295443.0,11294866899.0,2477136.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,347.925.072,48.016.634.635,140.641.940.509,140.060.037.612,4.478.764.664,52.729.377.124,347925072.0,48016634635.0,140641940509.0,140060037612.0,4478764664.0,52729377124.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,4.931.931.885,2.684.519.643,30.795.973.819,25.619.708.745,-,2.928.852.832,4931931885.0,2684519643.0,30795973819.0,25619708745.0,,2928852832.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,1.307.587.705,20.686.533.427,19.899.933.276,-,2.094.187.856,,1307587705.0,20686533427.0,19899933276.0,,2094187856.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,-,9.192.661.560,9.192.661.560,-,-,,,9192661560.0,9192661560.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,32.054.058,282.423.980,316.041.346,486.139.790,1.000.001,81.271.479,32054058.0,282423980.0,316041346.0,486139790.0,1000001.0,81271479.0
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",3.850.000,2.428.940.772,8.025.154.922,7.735.558.378,-,2.714.687.316,3850000.0,2428940772.0,8025154922.0,7735558378.0,,2714687316.0
,,,5.436.552.691,71.085.559.607,931.623.098.103,923.305.024.130,16.001.546.108,89.968.626.997,5436552691.0,71085559607.0,931623098103.0,923305024130.0,16001546108.0,89968626997.0
