row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III.,III.,III.,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",31,108.238.299.785,1.660.729.170.511,,31.0,108238299785.0,1660729170511.0
2.,III. > 2.,2.,Tiền thu từ đi vay,33,11.784.844.065.543,19.868.860.009.329,,33.0,11784844065543.0,19868860009329.0
3.,III. > 3.,3.,Tiền trả nợ gốc vay,34,(14.614.658.438.665),(17.752.321.414.588),,34.0,-14614658438665.0,-17752321414588.0
4.,III. > 4.,4.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(887.041.637.725),(164.964.641.815),,36.0,-887041637725.0,-164964641815.0
,,,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(3.608.617.711.062),3.612.303.123.437,,40.0,-3608617711062.0,3612303123437.0
,,,Lưu chuyển tiền thuần trong năm (50=20+30+40),50,(699.507.881.909),607.879.024.763,,50.0,-699507881909.0,607879024763.0
,,,Tiền và tương đương tiền đầu năm,60,1.409.760.105.856,802.754.993.832,,60.0,1409760105856.0,802754993832.0
,,,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,(609.896.283),(873.912.739),,61.0,-609896283.0,-873912739.0
,,,Tiền và tương đương tiền cuối năm (70=50+60+61),70,709.642.327.664,1.409.760.105.856,,70.0,709642327664.0,1409760105856.0
