row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi (*),Số cuối năm > VND,Số đầu năm > Giá gốc,Số đầu năm > Giá trị có thể thu hồi (*),Số đầu năm > VND,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi (*),numeric__Số cuối năm > VND,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị có thể thu hồi (*),numeric__Số đầu năm > VND
Công ty Cổ phần Kim loại màu Ngọc Sơn,Công ty Cổ phần Kim loại màu Ngọc Sơn,Công ty Cổ phần Kim loại màu Ngọc Sơn,106.283.046.487,-,106.283.046.487,106.283.046.487,-,106.283.046.487,106283046487.0,,106283046487.0,106283046487.0,,106283046487.0
Công ty Cổ phần Sản xuất Thanh Văn,Công ty Cổ phần Sản xuất Thanh Văn,Công ty Cổ phần Sản xuất Thanh Văn,57.814.174.949,-,57.814.174.949,57.814.174.949,-,57.814.174.949,57814174949.0,,57814174949.0,57814174949.0,,57814174949.0
Các khoản khác,Các khoản khác,Các khoản khác,65.345.168.803,6.288.449.383,59.056.719.420,61.153.975.202,3.924.848.829,57.229.126.373,65345168803.0,6288449383.0,59056719420.0,61153975202.0,3924848829.0,57229126373.0
,,,229.442.390.239,6.288.449.383,223.153.940.856,225.251.196.638,3.924.848.829,221.326.347.809,229442390239.0,6288449383.0,223153940856.0,225251196638.0,3924848829.0,221326347809.0
