row_label_raw,row_label_full,Chỉ tiêu,Phát sinh trong năm > Số dư đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Phát sinh trong năm > Số dư cuối năm,numeric__Phát sinh trong năm > Số dư đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Phát sinh trong năm > Số dư cuối năm
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,613,5.751,5.802,562,613.0,5751.0,5802.0,562.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,8.184,46.962,40.904,14.242,8184.0,46962.0,40904.0,14242.0
a. Thuế TNDN,a. Thuế TNDN,a. Thuế TNDN,8.184,46.242,40.184,14.242,8184.0,46242.0,40184.0,14242.0
b. Thuế TNDN nhàthầu nước ngoài,b. Thuế TNDN nhàthầu nước ngoài,b. Thuế TNDN nhàthầu nước ngoài,-,720,720,-,,720.0,720.0,
"3. Các khoản phí, lệ phí và các khoản phải nộp khác","3. Các khoản phí, lệ phí và các khoản phải nộp khác","3. Các khoản phí, lệ phí và các khoản phải nộp khác",237,5.378,4.949,666,237.0,5378.0,4949.0,666.0
Tổng cộng,Tổng cộng,Tổng cộng,9.034,58.091,51.655,15.470,9034.0,58091.0,51655.0,15470.0
