row_label_raw,row_label_full,6.4 Phân tích dư nợ cho vay theo ngành (tiếp theo),31/12/2022,31/12/2021,numeric__31/12/2022,numeric__31/12/2021
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,232.169,265.932,232169.0,265932.0
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",33.748,17.836,33748.0,17836.0
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,7.078.926,6.218.697,7078926.0,6218697.0
Hoạt động làm thuê các công việc trong các hộ gia đình,Hoạt động làm thuê các công việc trong các hộ gia đình,Hoạt động làm thuê các công việc trong các hộ gia đình,3.541.247,3.221.045,3541247.0,3221045.0
Tổng cộng,Tổng cộng,Tổng cộng,18.714.226,16.502.139,18714226.0,16502139.0
