row_label_raw,row_label_full,"9. Góp vốn, đầu tư dài hạn > - Phân tích giá trị đầu tư theo loại hình đầu tư",31/12/2022,31/12/2021,numeric__31/12/2022,numeric__31/12/2021
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,612.503,612.503,612503.0,612503.0
Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,Các khoản đầu tư dài hạn khác,53.880,53.880,53880.0,53880.0
Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,(28.811),(28.182),-28811.0,-28182.0
Tổng cộng,Tổng cộng,Tổng cộng,637.572,638.201,637572.0,638201.0
