row_label_raw,row_label_full,col_0,31/12/2022,31/12/2021,numeric__31/12/2022,numeric__31/12/2021
Công ty nhà nước,Công ty nhà nước,Công ty nhà nước,139.615,171.809,139615.0,171809.0
Công ty TNHH 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,53.986,46.940,53986.0,46940.0
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,2.923.232,2.465.673,2923232.0,2465673.0
Công ty cổ phần,Công ty cổ phần,Công ty cổ phần,1.657.246,1.622.768,1657246.0,1622768.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,8.225,23.978,8225.0,23978.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,44.616,74.794,44616.0,74794.0
Hợp tác xã và liên hợp tác xã,Hợp tác xã và liên hợp tác xã,Hợp tác xã và liên hợp tác xã,48.036,44.743,48036.0,44743.0
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",13.595.921,11.774.058,13595921.0,11774058.0
Đơn vị hành chính sự nghiệp; Đàng đoàn thể và hiệp hội,Đơn vị hành chính sự nghiệp; Đàng đoàn thể và hiệp hội,Đơn vị hành chính sự nghiệp; Đàng đoàn thể và hiệp hội,243.349,277.376,243349.0,277376.0
Tổng cộng,Tổng cộng,Tổng cộng,18.714.226,16.502.139,18714226.0,16502139.0
