row_label_raw,row_label_full,33. Tiền và các khoản tương đương tiền,31/12/2022,31/12/2021,numeric__31/12/2022,numeric__31/12/2021
Tiền mặt và các khoản tương đương tiền tại quỹ,Tiền mặt và các khoản tương đương tiền tại quỹ,Tiền mặt và các khoản tương đương tiền tại quỹ,243.154,205.162,243154.0,205162.0
Tiền gửi tại NHNN,Tiền gửi tại NHNN,Tiền gửi tại NHNN,885.640,530.440,885640.0,530440.0
"Tiền, ngoại hồi gửi tại các TCTD khác (không kỳ hạn và kỳ hạn < 3 tháng)","Tiền, ngoại hồi gửi tại các TCTD khác (không kỳ hạn và kỳ hạn < 3 tháng)","Tiền, ngoại hồi gửi tại các TCTD khác (không kỳ hạn và kỳ hạn < 3 tháng)",4.209.006,5.092.975,4209006.0,5092975.0
Tổng cộng,Tổng cộng,Tổng cộng,5.337.800,5.828.577,5337800.0,5828577.0
