row_label_raw,row_label_full,- Bằng VND,-,741,numeric__-,numeric__741
+ Ngân hàng TMCP Đầu tư và Phát Triển Việt Nam -CN SGD 3,+ Ngân hàng TMCP Đầu tư và Phát Triển Việt Nam -CN SGD 3,+ Ngân hàng TMCP Đầu tư và Phát Triển Việt Nam -CN SGD 3,-,741,,741.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.311,1.429,1311.0,1429.0
+ Ngân hàng TMCP Đầu tư và Phát Triển Việt Nam (*) -CN SGD 3,+ Ngân hàng TMCP Đầu tư và Phát Triển Việt Nam (*) -CN SGD 3,+ Ngân hàng TMCP Đầu tư và Phát Triển Việt Nam (*) -CN SGD 3,1.311,1.429,1311.0,1429.0
Cộng,Cộng,Cộng,1.311,2.170,1311.0,2170.0
Tổng cộng tiền gửi và vay TCTD khác,Tổng cộng tiền gửi và vay TCTD khác,Tổng cộng tiền gửi và vay TCTD khác,2.822.315,2.343.031,2822315.0,2343031.0
