row_label_raw,row_label_full,col_0,Nội dung,Năm 2017,Năm 2016,numeric__Nội dung,numeric__Năm 2017,numeric__Năm 2016
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,,,
Công ty TNHH Cung ứng VT NL Tây Nguyên,Doanh thu bán hàng và cung cấp dịch vụ > Công ty TNHH Cung ứng VT NL Tây Nguyên,Công ty TNHH Cung ứng VT NL Tây Nguyên,Bán hàng hóa,513.951.400.500,342.569.226.600,,513951400500.0,342569226600.0
Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Doanh thu bán hàng và cung cấp dịch vụ > Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,"Bán thành phẩm, hàng hóa",9.226.237.500,1.093.225.545,,9226237500.0,1093225545.0
Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Doanh thu bán hàng và cung cấp dịch vụ > Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,"Bán thành phẩm, hàng hóa",2.470.050.000,2.046.889.169,,2470050000.0,2046889169.0
Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Doanh thu bán hàng và cung cấp dịch vụ > Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Cho thuê tài sản,567.864.585,-,,567864585.0,
Công ty TNHH Đức Long Dung Quát,Doanh thu bán hàng và cung cấp dịch vụ > Công ty TNHH Đức Long Dung Quát,Công ty TNHH Đức Long Dung Quát,Dịch vụ xây lắp,102.520.934.111,-,,102520934111.0,
Công ty CP DV CTCC Đức Long Báo Lộc,Doanh thu bán hàng và cung cấp dịch vụ > Công ty CP DV CTCC Đức Long Báo Lộc,Công ty CP DV CTCC Đức Long Báo Lộc,Cho thuê tài sản,3.561.890.376,3.561.890.376,,3561890376.0,3561890376.0
"Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ","Mua hàng, nhận dịch vụ",,,
Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,"Mua hàng, nhận dịch vụ > Công ty TNHH KT Khoáng sản Đức Sang Gia Lai",Công ty TNHH KT Khoáng sản Đức Sang Gia Lai,Dịch vụ xây lắp,3.987.304.763,4.367.635.455,,3987304763.0,4367635455.0
Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,Các giao dịch khác,,,
Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Các giao dịch khác > Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,Trả lãi vay,18.875.631.972,-,,18875631972.0,
Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Các giao dịch khác > Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Công ty CP Tư vấn Xây dựng Giao thông Gia Lai,Cổ tức được nhận,207.270.000,207.270.000,,207270000.0,207270000.0
