row_label_raw,row_label_full,col_0,Số đầu kỳ,Tăng trong kỳ,Giảm trong kỳ,Tăng/giảm do hợp nhất,Ảnh hưởng do chuyển đổi báo cáo,Số cuối kỳ,numeric__Số đầu kỳ,numeric__Tăng trong kỳ,numeric__Giảm trong kỳ,numeric__Tăng/giảm do hợp nhất,numeric__Ảnh hưởng do chuyển đổi báo cáo,numeric__Số cuối kỳ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,434.380.095.049,709.830.292.449,715.697.531.732,3.141.000.000,(44.590.970),431.609.264.796,434380095049.0,709830292449.0,715697531732.0,3141000000.0,-44590970.0,431609264796.0
- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,42.400.000.000,86.457.000.000,86.609.000.000,-,-,42.248.000.000,42400000000.0,86457000000.0,86609000000.0,,,42248000000.0
- Ngân hàng TMCP ĐT&PT Việt Nam - CN Gia Lai,- Ngân hàng TMCP ĐT&PT Việt Nam - CN Gia Lai,- Ngân hàng TMCP ĐT&PT Việt Nam - CN Gia Lai,285.631.123.382,405.671.626.956,450.397.610.338,-,-,240.905.140.000,285631123382.0,405671626956.0,450397610338.0,,,240905140000.0
- Ngân hàng TMCP Ngoại thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Ngoại thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Ngoại thương Việt Nam - CN Gia Lai,60.000.000.000,128.500.000.000,103.500.000.000,-,-,85.000.000.000,60000000000.0,128500000000.0,103500000000.0,,,85000000000.0
- Ngân hàng TMCP Phương Đông VN - CN TPHCM,- Ngân hàng TMCP Phương Đông VN - CN TPHCM,- Ngân hàng TMCP Phương Đông VN - CN TPHCM,-,73.438.614.270,28.438.614.270,-,-,45.000.000.000,,73438614270.0,28438614270.0,,,45000000000.0
- Ngân hàng Standard Chartered Bank (HK) Ltd - USD,- Ngân hàng Standard Chartered Bank (HK) Ltd - USD,- Ngân hàng Standard Chartered Bank (HK) Ltd - USD,-,2.259.125.000,-,-,(7.750.000),2.251.375.000,,2259125000.0,,,-7750000.0,2251375000.0
- Ngân hàng Standard Chartered Bank (HK) Ltd - HKD,- Ngân hàng Standard Chartered Bank (HK) Ltd - HKD,- Ngân hàng Standard Chartered Bank (HK) Ltd - HKD,1.264.447.120,-,1.255.403.050,-,(9.044.070),-,1264447120.0,,1255403050.0,,-9044070.0,
- Shinhan Bank (KRW),- Shinhan Bank (KRW),- Shinhan Bank (KRW),-,8.102.796.350,-,-,(27.796.900),8.074.999.450,,8102796350.0,,,-27796900.0,8074999450.0
- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,- Công ty CP Đầu tư Xây dựng Đức Long Gia Lai,27.547.616.232,2.050.000.000,29.597.616.232,-,-,-,27547616232.0,2050000000.0,29597616232.0,,,
- Công ty CP ĐT&PT Điện Năng Đức Long Gia Lai,- Công ty CP ĐT&PT Điện Năng Đức Long Gia Lai,- Công ty CP ĐT&PT Điện Năng Đức Long Gia Lai,16.637.908.315,3.351.129.873,11.899.287.842,-,-,8.089.750.346,16637908315.0,3351129873.0,11899287842.0,,,8089750346.0
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,899.000.000,-,4.000.000.000,3.141.000.000,-,40.000.000,899000000.0,,4000000000.0,3141000000.0,,40000000.0
Các khoản mượn bằng tiền,Các khoản mượn bằng tiền,Các khoản mượn bằng tiền,935.033.295,285.555.454.574,262.816.008.893,573.361.504,-,24.247.840.480,935033295.0,285555454574.0,262816008893.0,573361504.0,,24247840480.0
- Công ty CP Dịch vụ Bảo vệ Đức Long Gia Lai,- Công ty CP Dịch vụ Bảo vệ Đức Long Gia Lai,- Công ty CP Dịch vụ Bảo vệ Đức Long Gia Lai,-,19.000.000,248.500.000,573.361.504,-,343.861.504,,19000000.0,248500000.0,573361504.0,,343861504.0
- Phan Đình Trung,- Phan Đình Trung,- Phan Đình Trung,-,218.000.000.000,195.000.000.000,-,-,23.000.000.000,,218000000000.0,195000000000.0,,,23000000000.0
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,935.033.295,67.536.454.574,67.567.508.893,-,-,903.978.976,935033295.0,67536454574.0,67567508893.0,,,903978976.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,126.240.264.542,122.022.685.918,96.827.666.400,(171.600.000),-,151.263.684.060,126240264542.0,122022685918.0,96827666400.0,-171600000.0,,151263684060.0
- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,- Ngân hàng TMCP Công thương Việt Nam - CN Gia Lai,32.000.000.000,62.000.000.000,37.000.000.000,-,-,57.000.000.000,32000000000.0,62000000000.0,37000000000.0,,,57000000000.0
- Ngân hàng TMCP ĐT&PT Việt Nam - CN Gia Lai,- Ngân hàng TMCP ĐT&PT Việt Nam - CN Gia Lai,- Ngân hàng TMCP ĐT&PT Việt Nam - CN Gia Lai,41.200.000.000,16.364.492.000,22.264.492.000,-,-,35.300.000.000,41200000000.0,16364492000.0,22264492000.0,,,35300000000.0
- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,- Ngân hàng TMCP Sài Gòn Thương Tín - CN Gia Lai,6.614.374.000,4.560.134.800,5.587.254.400,-,-,5.587.254.400,6614374000.0,4560134800.0,5587254400.0,,,5587254400.0
- Ngân hàng TMCP Sài Gòn Thương Tín - CN TP HCM,- Ngân hàng TMCP Sài Gòn Thương Tín - CN TP HCM,- Ngân hàng TMCP Sài Gòn Thương Tín - CN TP HCM,45.778.370.542,37.942.939.118,31.500.000.000,-,-,52.221.309.660,45778370542.0,37942939118.0,31500000000.0,,,52221309660.0
- Ngân hàng TMCP Quốc Dân - Sở giao dịch,- Ngân hàng TMCP Quốc Dân - Sở giao dịch,- Ngân hàng TMCP Quốc Dân - Sở giao dịch,527.520.000,1.155.120.000,355.920.000,(171.600.000),-,1.155.120.000,527520000.0,1155120000.0,355920000.0,-171600000.0,,1155120000.0
- Ngân hàng TMCP Phát triển TP HCM - CN Đắk Lắk,- Ngân hàng TMCP Phát triển TP HCM - CN Đắk Lắk,- Ngân hàng TMCP Phát triển TP HCM - CN Đắk Lắk,120.000.000,-,120.000.000,-,-,-,120000000.0,,120000000.0,,,
Trái phiếu phát hành đến hạn trả,Trái phiếu phát hành đến hạn trả,Trái phiếu phát hành đến hạn trả,133.577.248.732,2.797.251.268,-,-,-,136.374.500.000,133577248732.0,2797251268.0,,,,136374500000.0
Cộng,Cộng,Cộng,695.132.641.618,1.120.205.684.209,1.075.341.207.025,3.542.761.504,(44.590.970),743.495.289.336,695132641618.0,1120205684209.0,1075341207025.0,3542761504.0,-44590970.0,743495289336.0
