row_label_raw,row_label_full,col_0,31/12/2017 > Giá trị,31/12/2017 > Dự phòng,01/01/2017 > Giá trị,01/01/2017 > Dự phòng,numeric__31/12/2017 > Giá trị,numeric__31/12/2017 > Dự phòng,numeric__01/01/2017 > Giá trị,numeric__01/01/2017 > Dự phòng
Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,Lãi dự thu tiền gửi có kỳ hạn,795.522.881,-,10.858.231.638,-,795522881.0,,10858231638.0,
Phải thu về lãi cho vay,Phải thu về lãi cho vay,Phải thu về lãi cho vay,88.422.013.461,(974.653.388),90.418.275.327,(974.653.388),88422013461.0,-974653388.0,90418275327.0,-974653388.0
- Nguyễn Thanh Tâm,- Nguyễn Thanh Tâm,- Nguyễn Thanh Tâm,12.114.573.480,-,-,-,12114573480.0,,,
- DNTN DL Lữ hành & ĐT Xây dựng NHHTC,- DNTN DL Lữ hành & ĐT Xây dựng NHHTC,- DNTN DL Lữ hành & ĐT Xây dựng NHHTC,974.653.388,(974.653.388),974.653.388,(974.653.388),974653388.0,-974653388.0,974653388.0,-974653388.0
- Công ty CP Chế biển Gỗ ĐLGL,- Công ty CP Chế biển Gỗ ĐLGL,- Công ty CP Chế biển Gỗ ĐLGL,2.189.358.756,-,-,-,2189358756.0,,,
- Nguyễn Tân Tiến,- Nguyễn Tân Tiến,- Nguyễn Tân Tiến,16.522.740.586,-,8.871.577.178,-,16522740586.0,,8871577178.0,
- Công ty TNHH MTV Việt Gia Phát,- Công ty TNHH MTV Việt Gia Phát,- Công ty TNHH MTV Việt Gia Phát,40.679.403.809,-,12.845.635.237,-,40679403809.0,,12845635237.0,
- Các đối tượng khác,- Các đối tượng khác,- Các đối tượng khác,15.941.283.442,-,67.726.409.524,-,15941283442.0,,67726409524.0,
Tạm ứng,Tạm ứng,Tạm ứng,12.255.408.564,(67.479.236),19.617.726.429,(67.479.236),12255408564.0,-67479236.0,19617726429.0,-67479236.0
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",19.483.812.050,-,5.935.663.536,-,19483812050.0,,5935663536.0,
"Phải thu BHXH, BHYT","Phải thu BHXH, BHYT","Phải thu BHXH, BHYT",34.765.500,-,39.735.779,-,34765500.0,,39735779.0,
Phải thu khác,Phải thu khác,Phải thu khác,12.307.542.197,(1.962.145.407),126.389.956.069,(1.557.012.357),12307542197.0,-1962145407.0,126389956069.0,-1557012357.0
Cộng,Cộng,Cộng,133.299.064.653,(3.004.278.031),253.259.588.778,(2.599.144.981),133299064653.0,-3004278031.0,253259588778.0,-2599144981.0
