row_label_raw,row_label_full,Giá trị đầu kỳ,Năm 2017 > 263.086.701.032,Năm 2016 > 290.583.869.855,numeric__Năm 2017 > 263.086.701.032,numeric__Năm 2016 > 290.583.869.855
Tăng trong kỳ,Tăng trong kỳ,Tăng trong kỳ,11.038.633.008,-,11038633008.0,
Phân bổ trong kỳ,Phân bổ trong kỳ,Phân bổ trong kỳ,31.132.024.820,30.244.394.034,31132024820.0,30244394034.0
Ảnh hưởng do chuyển đổi báo cáo,Ảnh hưởng do chuyển đổi báo cáo,Ảnh hưởng do chuyển đổi báo cáo,(2.672.916.817),2.747.225.211,-2672916817.0,2747225211.0
Giá trị cuối kỳ,Giá trị cuối kỳ,Giá trị cuối kỳ,240.320.392.403,263.086.701.032,240320392403.0,263086701032.0
