row_label_raw,row_label_full,"Giá trị còn lại, chi phí thanh lý của tài sản cố định thanh lý",Năm 2017 > 2.196.358.220,Năm 2016 > 602.856.025,numeric__Năm 2017 > 2.196.358.220,numeric__Năm 2016 > 602.856.025
"Chi phí tiền chậm nộp (do Cổng ty tự xác định và tự nộp, không có biên bản phạt của cơ quan thuế)","Chi phí tiền chậm nộp (do Cổng ty tự xác định và tự nộp, không có biên bản phạt của cơ quan thuế)","Chi phí tiền chậm nộp (do Cổng ty tự xác định và tự nộp, không có biên bản phạt của cơ quan thuế)",437.005.562,5.718.892.643,437005562.0,5718892643.0
"Chi phí không hợp lý, hợp lệ","Chi phí không hợp lý, hợp lệ","Chi phí không hợp lý, hợp lệ",800.891.744,1.781.171.891,800891744.0,1781171891.0
Phạt thuế (*),Phạt thuế (*),Phạt thuế (*),1.194.330.826,-,1194330826.0,
Thuế GTGT đầu vào của khối lượng bị KTNN cắt giảm,Thuế GTGT đầu vào của khối lượng bị KTNN cắt giảm,Thuế GTGT đầu vào của khối lượng bị KTNN cắt giảm,1.659.948.736,-,1659948736.0,
Chi phí khấu hao của TSCĐ không dùng cho hoạt động sản xuất kinh doanh,Chi phí khấu hao của TSCĐ không dùng cho hoạt động sản xuất kinh doanh,Chi phí khấu hao của TSCĐ không dùng cho hoạt động sản xuất kinh doanh,1.374.060.688,-,1374060688.0,
Chi phí khác,Chi phí khác,Chi phí khác,1.331.569.739,133.787.976,1331569739.0,133787976.0
Cộng,Cộng,Cộng,8.994.165.515,8.236.708.535,8994165515.0,8236708535.0
