row_label_raw,row_label_full,col_0,31/12/2017 > Giá gốc trái phiếu,31/12/2017 > Tổng chi phí phát hành,31/12/2017 > Chi phí phát hành phân bổ lũy kế,31/12/2017 > Giá trị trái Lãi suất phiếu cuối kỳ,numeric__31/12/2017 > Giá gốc trái phiếu,numeric__31/12/2017 > Tổng chi phí phát hành,numeric__31/12/2017 > Chi phí phát hành phân bổ lũy kế,numeric__31/12/2017 > Giá trị trái Lãi suất phiếu cuối kỳ
Loại phát hành theo mệnh giả,Loại phát hành theo mệnh giả,Loại phát hành theo mệnh giả,Loại phát hành theo mệnh giả,Loại phát hành theo mệnh giả,Loại phát hành theo mệnh giả,Loại phát hành theo mệnh giả,,,,
- Trái phiếu kỳ hạn 5 năm,Loại phát hành theo mệnh giả > - Trái phiếu kỳ hạn 5 năm,- Trái phiếu kỳ hạn 5 năm,366.000.000.000,6.518.829.294,3.908.523.298,363.389.694.004 11% kỳ đầu và thả nồi từ kỳ thứ 2,366000000000.0,6518829294.0,3908523298.0,
- Trái phiếu kỳ hạn 5 năm,Loại phát hành theo mệnh giả > - Trái phiếu kỳ hạn 5 năm,- Trái phiếu kỳ hạn 5 năm,134.000.000.000,2.211.000.000,2.456.667,131.791.456.667 10% kỳ đầu và thả nồi từ kỳ thứ 2,134000000000.0,2211000000.0,2456667.0,
- Trái phiếu kỳ hạn 3 năm,Loại phát hành theo mệnh giả > - Trái phiếu kỳ hạn 3 năm,- Trái phiếu kỳ hạn 3 năm,134.000.000.000,2.386.675.206,2.386.675.206,134.000.000.000 11% kỳ đầu và thả nồi từ kỳ thứ 2,134000000000.0,2386675206.0,2386675206.0,
- Trái phiếu phải trả do không chuyển đổi,Loại phát hành theo mệnh giả > - Trái phiếu phải trả do không chuyển đổi,- Trái phiếu phải trả do không chuyển đổi,374.500.000,-,-,374.500.000 13%/năm,374500000.0,,,
Cộng,Loại phát hành theo mệnh giả > Cộng,Cộng,634.374.500.000,11.116.504.500,6.297.655.171,629.555.650.671,634374500000.0,11116504500.0,6297655171.0,629555650671.0
