row_label_raw,row_label_full,col_0,31/12/2017Cổ phiếu,01/01/2017Cổ phiếu,numeric__31/12/2017Cổ phiếu,numeric__01/01/2017Cổ phiếu
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,285.057.815,230.144.342,285057815.0,230144342.0
Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,Số lượng cổ phiếu đã phát hành,285.057.815,230.144.342,285057815.0,230144342.0
- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,285.057.815,230.144.342,285057815.0,230144342.0
- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),-,-,,
Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),Số lượng cổ phiếu được mua lại (cổ phiếu quỹ),-,-,,
- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,-,-,,
- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),-,-,,
Số lượng cổ phiếu đang lưu hành,- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu) > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,285.057.815,230.144.342,285057815.0,230144342.0
- Cổ phiếu phổ thông,- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu) > - Cổ phiếu phổ thông,- Cổ phiếu phổ thông,285.057.815,230.144.342,285057815.0,230144342.0
- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),- Cổ phiếu ưu đãi (được phân loại là vốn chủ sở hữu),-,-,,
Mệnh giá cổ phiếu đang lưu hành: 10.000VND,Mệnh giá cổ phiếu đang lưu hành: 10.000VND,Mệnh giá cổ phiếu đang lưu hành: 10.000VND,Mệnh giá cổ phiếu đang lưu hành: 10.000VND,Mệnh giá cổ phiếu đang lưu hành: 10.000VND,,
