row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm nay_1,numeric__Mã số,numeric__Năm nay,numeric__Năm nay_1
III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
1. Tiền thu từ di vay,III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ di vay,1. Tiền thu từ di vay,33,8.027.461.182.658,14.980.777.529.361,33.0,8027461182658.0,14980777529361.0
2. Tiền trả nợ gốc vay,III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền trả nợ gốc vay,2. Tiền trả nợ gốc vay,34,(7.583.104.003.982),(18.825.925.747.278),34.0,-7583104003982.0,-18825925747278.0
"3. Có tức, lợi nhuận đã trả cho chủ sở hữu","III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Có tức, lợi nhuận đã trả cho chủ sở hữu","3. Có tức, lợi nhuận đã trả cho chủ sở hữu",36,(198.870.914.499),(710.198.848.892),36.0,-198870914499.0,-710198848892.0
Lưu chuyển tiền thuần từ hoạt độngtài chính,III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt độngtài chính,Lưu chuyển tiền thuần từ hoạt độngtài chính,40,245.486.264.177,(4.555.347.066.809),40.0,245486264177.0,-4555347066809.0
Lưu chuyển tiền thuần trong năm(50=20+30+40),III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm(50=20+30+40),Lưu chuyển tiền thuần trong năm(50=20+30+40),50,28.040.632.300,1.154.001.068.622,50.0,28040632300.0,1154001068622.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,8.223.693.034.528,7.069.700.305.112,60.0,8223693034528.0,7069700305112.0
Ảnh hưởng của thay đối tỷ giá hối đoàiquy đối ngoại tệ,III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đối tỷ giá hối đoàiquy đối ngoại tệ,Ảnh hưởng của thay đối tỷ giá hối đoàiquy đối ngoại tệ,61,(1.668.309),(8.339.206),61.0,-1668309.0,-8339206.0
Tiền và tương đương tiền cuối năm(70=50+60+61),III. LƯU CHUYẾN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm(70=50+60+61),Tiền và tương đương tiền cuối năm(70=50+60+61),70,8.251.731.998.519,8.223.693.034.528,70.0,8251731998519.0,8223693034528.0
