row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Trong năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Trong năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,2.896.024.128.071,2.896.024.128.071,12.210.492.230.987,10.455.603.907.718,4.650.912.451.340,4.650.912.451.340,2896024128071.0,2896024128071.0,12210492230987.0,10455603907718.0,4650912451340.0,4650912451340.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,1.673.590.633.713,1.673.590.633.713,2.162.000.209.085,3.000.786.963.990,834.803.878.808,834.803.878.808,1673590633713.0,1673590633713.0,2162000209085.0,3000786963990.0,834803878808.0,834803878808.0
Trải phiếu phát hành đến hạn trả,Trải phiếu phát hành đến hạn trả,Trải phiếu phát hành đến hạn trả,198.888.888.886,198.888.888.886,430.611.111.114,480.000.000.000,149.500.000.000,149.500.000.000,198888888886.0,198888888886.0,430611111114.0,480000000000.0,149500000000.0,149500000000.0
,,,4.768.503.650.670,4.768.503.650.670,14.803.103.551.186,13.936.390.871.708,5.635.216.330.148,5.635.216.330.148,4768503650670.0,4768503650670.0,14803103551186.0,13936390871708.0,5635216330148.0,5635216330148.0
