row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a. Các khoản phải trả người bán ngắn hạn,a. Các khoản phải trả người bán ngắn hạn,a. Các khoản phải trả người bán ngắn hạn,1.445.002.312.899,1.445.002.312.899,996.408.560.141,996.408.560.141,1445002312899.0,1445002312899.0,996408560141.0,996408560141.0
Tổng Công ty Lắp máy Việt Nam - CTCP,Tổng Công ty Lắp máy Việt Nam - CTCP,Tổng Công ty Lắp máy Việt Nam - CTCP,303.435.720.000,303.435.720.000,3.980.051.210,3.980.051.210,303435720000.0,303435720000.0,3980051210.0,3980051210.0
Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,207.651.863.834,207.651.863.834,50.608.197.817,50.608.197.817,207651863834.0,207651863834.0,50608197817.0,50608197817.0
Công ty General Electric Global Parts and Product GMBH,Công ty General Electric Global Parts and Product GMBH,Công ty General Electric Global Parts and Product GMBH,173.331.020.846,173.331.020.846,172.390.738.621,172.390.738.621,173331020846.0,173331020846.0,172390738621.0,172390738621.0
Công ty Cố phần Khoáng sản Dan Ka,Công ty Cố phần Khoáng sản Dan Ka,Công ty Cố phần Khoáng sản Dan Ka,85.301.097.331,85.301.097.331,-,-,85301097331.0,85301097331.0,,
Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,60.727.069.373,60.727.069.373,83.828.022.089,83.828.022.089,60727069373.0,60727069373.0,83828022089.0,83828022089.0
Tổng Công ty Cố phần Bảo hiểm Dầu khí Việt Nam PVI,Tổng Công ty Cố phần Bảo hiểm Dầu khí Việt Nam PVI,Tổng Công ty Cố phần Bảo hiểm Dầu khí Việt Nam PVI,15.437.206.988,15.437.206.988,65.018.207.643,65.018.207.643,15437206988.0,15437206988.0,65018207643.0,65018207643.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,599.118.334.527,599.118.334.527,620.583.342.761,620.583.342.761,599118334527.0,599118334527.0,620583342761.0,620583342761.0
b. Phải trả người bán là các bên liên quan (I) (chỉ tiết tại Thuyết minh số 39),b. Phải trả người bán là các bên liên quan (I) (chỉ tiết tại Thuyết minh số 39),b. Phải trả người bán là các bên liên quan (I) (chỉ tiết tại Thuyết minh số 39),5.901.396.418.774,5.901.396.418.774,6.243.580.571.631,6.243.580.571.631,5901396418774.0,5901396418774.0,6243580571631.0,6243580571631.0
,,,7.346.398.731.673,7.346.398.731.673,7.239.989.131.772,7.239.989.131.772,7346398731673.0,7346398731673.0,7239989131772.0,7239989131772.0
