row_label_raw,row_label_full,Ông Hồ Công Kỳ,Chủ tịch,numeric__Chủ tịch
Ông Lê Như Linh,Ông Lê Như Linh,Ông Lê Như Linh,Thành viên,
Bà Vũ Thị Tố Nga,Bà Vũ Thị Tố Nga,Bà Vũ Thị Tố Nga,Thành viên,
Bà Nguyễn Hoàng Yến,Bà Nguyễn Hoàng Yến,Bà Nguyễn Hoàng Yến,Thành viên,
Ông Nguyễn Anh Tuân,Ông Nguyễn Anh Tuân,Ông Nguyễn Anh Tuân,Thành viên,
Ông Vũ Chí Cường,Ông Vũ Chí Cường,Ông Vũ Chí Cường,Thành viên độc lập,
Bà Nguyễn Thị Ngọc Bích,Bà Nguyễn Thị Ngọc Bích,Bà Nguyễn Thị Ngọc Bích,Thành viên (Bố nhiệm ngày 19 tháng 4 năm 2022),
