row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,1.092.697.898.962,1.298.885.603.963,1092697898962.0,1298885603963.0
Ngắn hàng Thương mại Cố phần Đại chủng Việt Nam,Ngắn hàng Thương mại Cố phần Đại chủng Việt Nam,Ngắn hàng Thương mại Cố phần Đại chủng Việt Nam,1.092.697.898.962,1.298.885.603.963,1092697898962.0,1298885603963.0
Dầu tư nằm giữ tới ngày đáo hạn,Dầu tư nằm giữ tới ngày đáo hạn,Dầu tư nằm giữ tới ngày đáo hạn,5.000.000.000,5.000.000.000,5000000000.0,5000000000.0
Ngắn hàng Thương mại Cố phần Đại chủng Việt Nam,Ngắn hàng Thương mại Cố phần Đại chủng Việt Nam,Ngắn hàng Thương mại Cố phần Đại chủng Việt Nam,5.000.000.000,5.000.000.000,5000000000.0,5000000000.0
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,58.985.102.061,60.417.973.530,58985102061.0,60417973530.0
Công ty Cố phần Phân bón Dầu khí Cà Mau,Công ty Cố phần Phân bón Dầu khí Cà Mau,Công ty Cố phần Phân bón Dầu khí Cà Mau,57.797.129.699,55.780.800.186,57797129699.0,55780800186.0
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,1.111.335.085,1.111.335.085,1111335085.0,1111335085.0
Tổng Công ty Khí Việt Nam - Công ty Cố phần,Tổng Công ty Khí Việt Nam - Công ty Cố phần,Tổng Công ty Khí Việt Nam - Công ty Cố phần,63.962.277,5.442.259,63962277.0,5442259.0
Công ty Cố phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cố phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,Công ty Cố phần Dịch vụ Bảo vệ An ninh Dầu khí Việt Nam,12.675.000,12.675.000,12675000.0,12675000.0
Trường Cao đẳng Nghề Dầu khí,Trường Cao đẳng Nghề Dầu khí,Trường Cao đẳng Nghề Dầu khí,,3.507.721.000,,3507721000.0
Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,960.000.000,480.000.000,960000000.0,480000000.0
