row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Chỉ phí tiền khí (i),Chỉ phí tiền khí (i),Chỉ phí tiền khí (i),1.694.401.336.516,817.886.725.680,1694401336516.0,817886725680.0
Chỉ phí báo trì (ii),Chỉ phí báo trì (ii),Chỉ phí báo trì (ii),77.606.759.832,75.472.888.439,77606759832.0,75472888439.0
Chỉ phí lãi vay,Chỉ phí lãi vay,Chỉ phí lãi vay,70.948.547.128,74.619.632.789,70948547128.0,74619632789.0
"Chỉ phí điện, nước, sửa chữa","Chỉ phí điện, nước, sửa chữa","Chỉ phí điện, nước, sửa chữa",61.393.308.509,1.919.587.065,61393308509.0,1919587065.0
Chỉ phí bảo hiểm vận hành nhà máy,Chỉ phí bảo hiểm vận hành nhà máy,Chỉ phí bảo hiểm vận hành nhà máy,6.867.549.398,9.181.344.517,6867549398.0,9181344517.0
Chỉ phí bảo vệ môi trường với nước thải công nghiệp và phí dịch vụ môi trường rừng,Chỉ phí bảo vệ môi trường với nước thải công nghiệp và phí dịch vụ môi trường rừng,Chỉ phí bảo vệ môi trường với nước thải công nghiệp và phí dịch vụ môi trường rừng,4.095.037.212,1.083.185.053,4095037212.0,1083185053.0
"Thuế, phí cho các khoản vay","Thuế, phí cho các khoản vay","Thuế, phí cho các khoản vay",786.483.808,1.219.664.167,786483808.0,1219664167.0
Chỉ phí phải trả khác,Chỉ phí phải trả khác,Chỉ phí phải trả khác,15.111.983.867,35.846.601.144,15111983867.0,35846601144.0
,,,1.931.211.006.270,1.017.229.628.854,1931211006270.0,1017229628854.0
