row_label_raw,row_label_full,col_0,1/1/2019VND,Số phát sinhVND,Số đã cán trừVND,31/12/2019VND,numeric__1/1/2019VND,numeric__Số phát sinhVND,numeric__Số đã cán trừVND,numeric__31/12/2019VND
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,966.607.217,144.809.105,(350.187.629),761.228.693,966607217.0,144809105.0,-350187629.0,761228693.0
Thuế khác,Thuế khác,Thuế khác,556.105.150,231.142.263,-,787.247.413,556105150.0,231142263.0,,787247413.0
,,,1.522.712.367,375.951.368,(350.187.629),1.548.476.106,1522712367.0,375951368.0,-350187629.0,1548476106.0
