row_label_raw,row_label_full,Tiền thu từ phát hành cổ phiếu,31,3.037.830.000.000,-,numeric__31,numeric__3.037.830.000.000,numeric__-
Tiền chi trả chi phí phát hành cổ phiếu,Tiền chi trả chi phí phát hành cổ phiếu,Tiền chi trả chi phí phát hành cổ phiếu,31,(76.885.156.701),-,31.0,-76885156701.0,
Tiền vay nhận được,Tiền vay nhận được,Tiền vay nhận được,33,7.808.133.187.569,8.170.297.106.330,33.0,7808133187569.0,8170297106330.0
Tiền chi trả nợ vay và mua lại trái phiếu,Tiền chi trả nợ vay và mua lại trái phiếu,Tiền chi trả nợ vay và mua lại trái phiếu,34,(9.610.850.700.040),(8.600.853.498.501),34.0,-9610850700040.0,-8600853498501.0
Tiền chi trả cổ tức,Tiền chi trả cổ tức,Tiền chi trả cổ tức,36,(692.276.392.500),-,36.0,-692276392500.0,
Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,40,465.950.938.328,(430.556.392.171),40.0,465950938328.0,-430556392171.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,188.896.275.360,(758.217.341.381),50.0,188896275360.0,-758217341381.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,267.284.600.669,1.023.604.779.985,60.0,267284600669.0,1023604779985.0
Ảnh hưởng của quy đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của quy đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của quy đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,1.783.231.299,1.897.162.065,61.0,1783231299.0,1897162065.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,457.964.107.328,267.284.600.669,70.0,457964107328.0,267284600669.0
