row_label_raw,row_label_full,col_0,31/12/2019Giá gốc/Số cókhả năng trả nợVND,1/1/2019Giá gốc/Số cókhả năng trả nợVND,numeric__31/12/2019Giá gốc/Số cókhả năng trả nợVND,numeric__1/1/2019Giá gốc/Số cókhả năng trả nợVND
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty TNHH Chế biến Thủy sản Minh Phát,Các công ty con > Công ty TNHH Chế biến Thủy sản Minh Phát,Công ty TNHH Chế biến Thủy sản Minh Phát,7.292.882.527,-,7292882527.0,
Công ty TNHH MTV Chuỗi Cung ứng Thủy sản Minh Phú,Các công ty con > Công ty TNHH MTV Chuỗi Cung ứng Thủy sản Minh Phú,Công ty TNHH MTV Chuỗi Cung ứng Thủy sản Minh Phú,4.739.344.272,3.520.675.000,4739344272.0,3520675000.0
Công ty TNHH Thủy Hải sản Minh Phú - Kiên Giang,Các công ty con > Công ty TNHH Thủy Hải sản Minh Phú - Kiên Giang,Công ty TNHH Thủy Hải sản Minh Phú - Kiên Giang,3.118.501.300,-,3118501300.0,
Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An,Các công ty con > Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An,Công ty TNHH Nuôi trồng Thủy sản Minh Phú – Lộc An,1.703.722.800,8.675.391.200,1703722800.0,8675391200.0
Công ty Cổ phần Xã hội Chuỗi Tôm Rừng Minh Phú,Các công ty con > Công ty Cổ phần Xã hội Chuỗi Tôm Rừng Minh Phú,Công ty Cổ phần Xã hội Chuỗi Tôm Rừng Minh Phú,337.558.891,303.169.765,337558891.0,303169765.0
Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,Các công ty con > Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,Công ty Cổ phần Thủy sản Minh Phú Hậu Giang,-,217.481.421.143,,217481421143.0
