row_label_raw,row_label_full,col_0,Tổng tài sản,Tổng tài sản_1,numeric__Tổng tài sản,numeric__Tổng tài sản_1
,,,31/12/2019VND,1/1/2019VND,,
Việt Nam,Việt Nam,Việt Nam,5.909.655.823.258,4.559.020.505.383,5909655823258.0,4559020505383.0
Bắc Mỹ,Bắc Mỹ,Bắc Mỹ,351.582.771.523,959.312.363.066,351582771523.0,959312363066.0
Nhật Bản,Nhật Bản,Nhật Bản,90.969.960.286,224.634.219.244,90969960286.0,224634219244.0
Các vùng địa lý khác,Các vùng địa lý khác,Các vùng địa lý khác,470.513.813.117,341.083.878.119,470513813117.0,341083878119.0
,,,6.822.722.368.184,6.084.050.965.812,6822722368184.0,6084050965812.0
