row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2017%/năm,Ngày 31 tháng 12năm 2016%/năm,numeric__Ngày 31 tháng 12năm 2017%/năm,numeric__Ngày 31 tháng 12năm 2016%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"1,50 - 6,60","3,10 - 7,30",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"1,65 - 2,00","1,30 - 1,50",,
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"3,25 - 5,30","3,50 - 6,10",,
Cho vay bằng ngoại tệ,Cho vay bằng VND > Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"1,70",Không áp dụng,1.7,
