row_label_raw,row_label_full,col_0,Thuyết minh,2017Triệu đồng,2016Triệu đồng,numeric__Thuyết minh,numeric__2017Triệu đồng,numeric__2016Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,34.490.849,25.501.896,,34490849.0,25501896.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(11.637.208),(10.039.057),,-11637208.0,-10039057.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,1.479.101,850.669,,1479101.0,850669.0
"Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ",,396.450,(271.622),,396450.0,-271622.0
Thu nhập khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập khác,Thu nhập khác,,1.230.931,476.319,,1230931.0,476319.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,1.098.054,715.606,,1098054.0,715606.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(8.560.105),(6.479.434),,-8560105.0,-6479434.0
Tiền thuế thu nhập thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,24.1,(1.501.672),(795.175),241.0,-1501672.0,-795175.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,16.996.400,9.959.202,,16996400.0,9959202.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"Giảm các khoản tiền, vàng gửi và cho vay các tổ chức tín dụng khác","Những thay đổi về tài sản hoạt động > Giảm các khoản tiền, vàng gửi và cho vay các tổ chức tín dụng khác","Giảm các khoản tiền, vàng gửi và cho vay các tổ chức tín dụng khác",,2.998.424,570.201,,2998424.0,570201.0
Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Giảm/(Tăng) các khoản về kinh doanh chứng khoán,,2.689.025,(8.889.714),,2689025.0,-8889714.0
Tăng các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(37.795.799),(27.641.819),,-37795799.0,-27641819.0
"Giảm nguồn dự phòng để bù đắp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Những thay đổi về tài sản hoạt động > Giảm nguồn dự phòng để bù đắp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Giảm nguồn dự phòng để bù đắp tồn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(6.784.262),(4.882.929),,-6784262.0,-4882929.0
Tăng khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Tăng khác về tài sản hoạt động,Tăng khác về tài sản hoạt động,,(3.169.515),(390.722),,-3169515.0,-390722.0
Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,,
Giảm các khoản nợ Ngân hàng Nhà nước Việt Nam,Những thay đổi về nợ phải trả hoạt động > Giảm các khoản nợ Ngân hàng Nhà nước Việt Nam,Giảm các khoản nợ Ngân hàng Nhà nước Việt Nam,,(1.077.671),(3.717.377),,-1077671.0,-3717377.0
"Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng","Những thay đổi về nợ phải trả hoạt động > Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng","Tăng các khoản tiền gửi, tiền vay các tổ chức tín dụng",,4.364.520,8.114.707,,4364520.0,8114707.0
Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Những thay đổi về nợ phải trả hoạt động > Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,9.763.386,(6.483.098),,9763386.0,-6483098.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về nợ phải trả hoạt động > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,17.454.078,23.913.626,,17454078.0,23913626.0
"Tăng vốn tài trợ, uỷ thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Những thay đổi về nợ phải trả hoạt động > Tăng vốn tài trợ, uỷ thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Tăng vốn tài trợ, uỷ thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",,2.509.578,1.006.598,,2509578.0,1006598.0
(Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,Những thay đổi về nợ phải trả hoạt động > (Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(Giảm)/Tăng các công cụ tài chính phải sinh và các khoản nợ tài chính khác,,(30.856),59.565,,-30856.0,59565.0
Tăng khác về công nợ hoạt động,Những thay đổi về nợ phải trả hoạt động > Tăng khác về công nợ hoạt động,Tăng khác về công nợ hoạt động,,1.298.474,1.958.319,,1298474.0,1958319.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Những thay đổi về nợ phải trả hoạt động > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,9.215.782,(6.423.441),,9215782.0,-6423441.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(214.416),(188.473),,-214416.0,-188473.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định","Tiền thu từ thanh lý, nhượng bán tài sản cố định",,237.074,47.723,,237074.0,47723.0
"Thu từ bán, thanh lý bất động sản đầu tư","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Thu từ bán, thanh lý bất động sản đầu tư","Thu từ bán, thanh lý bất động sản đầu tư",,10.000,-,,10000.0,
"Tiền chi ra do bán, thanh lý bất động sản đầu tư","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi ra do bán, thanh lý bất động sản đầu tư","Tiền chi ra do bán, thanh lý bất động sản đầu tư",,(52),-,,-52.0,
"Tiền chi đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư, góp vốn vào các đơn vị khác","Tiền chi đầu tư, góp vốn vào các đơn vị khác",,(30.000),-,,-30000.0,
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,157.740,8.255,,157740.0,8255.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,598,872,,598.0,872.0
Lưu chuyển tiền từ/(sử dụng vào) hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền từ/(sử dụng vào) hoạt động đầu tư,Lưu chuyển tiền từ/(sử dụng vào) hoạt động đầu tư,,160.944,(131.623),,160944.0,-131623.0
