row_label_raw,row_label_full,col_0,Dự phòng chungTriệu đồng,Dự phòng cụ thểTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Dự phòng cụ thểTriệu đồng,numeric__Tổng cộngTriệu đồng
Số dư tại ngày 1 tháng 1 năm 2016,Số dư tại ngày 1 tháng 1 năm 2016,Số dư tại ngày 1 tháng 1 năm 2016,813.948,927.826,1.741.774,813948.0,927826.0,1741774.0
Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,217.617,5.165.072,5.382.689,217617.0,5165072.0,5382689.0
Giảm dự phòng do bán nợ cho VAMC,Giảm dự phòng do bán nợ cho VAMC,Giảm dự phòng do bán nợ cho VAMC,-,(157.292),(157.292),,-157292.0,-157292.0
Sử dụng dự phòng xử lý rủi ro tín dụng,Sử dụng dự phòng xử lý rủi ro tín dụng,Sử dụng dự phòng xử lý rủi ro tín dụng,-,(4.877.209),(4.877.209),,-4877209.0,-4877209.0
Số dư tại ngày 31 tháng 12 năm 2016,Số dư tại ngày 31 tháng 12 năm 2016,Số dư tại ngày 31 tháng 12 năm 2016,1.031.565,1.058.397,2.089.962,1031565.0,1058397.0,2089962.0
