row_label_raw,row_label_full,Ông Nguyễn Đức Vinh,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Nguyễn Thanh Bình,Ông Nguyễn Thanh Bình,Ông Nguyễn Thanh Bình,Phó Tổng Giám đốc,
Ông Phan Ngọc Hòa,Ông Phan Ngọc Hòa,Ông Phan Ngọc Hòa,Phó Tổng Giám đốc,
Bà Dương Thị Thu Thủy,Bà Dương Thị Thu Thủy,Bà Dương Thị Thu Thủy,Phó Tổng Giám đốc,
Bà Lưu Thị Thảo,Bà Lưu Thị Thảo,Bà Lưu Thị Thảo,Phó Tổng Giám đốc,
Ông Nguyễn Thành Long,Ông Nguyễn Thành Long,Ông Nguyễn Thành Long,Phó Tổng Giám đốc,
Ông Fung Kai Jìn,Ông Fung Kai Jìn,Ông Fung Kai Jìn,Phó Tổng Giám đốc,
Ông Phạm Phú Khôi,Ông Phạm Phú Khôi,Ông Phạm Phú Khôi,Phó Tổng Giám đốc,
Ông Kosaraju Kiran Babu,Ông Kosaraju Kiran Babu,Ông Kosaraju Kiran Babu,Phó Tổng Giám đốc,
,,,Bổ nhiệm ngày 28 tháng 11 năm 2017,
