row_label_raw,row_label_full,col_0,Chứng khoánđầu tư sẵn sàngđế bánTriệu đồng,Chứng khoánđầu tư giữ đếninggày đảo hạnTriệu đồng,TổngTriệu đồng,numeric__Chứng khoánđầu tư sẵn sàngđế bánTriệu đồng,numeric__Chứng khoánđầu tư giữ đếninggày đảo hạnTriệu đồng,numeric__TổngTriệu đồng
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,248.559,496.311,744.870,248559.0,496311.0,744870.0
Dự phòng rủi ro trích lậptrong năm,Dự phòng rủi ro trích lậptrong năm,Dự phòng rủi ro trích lậptrong năm,39.707,320.438,360.145,39707.0,320438.0,360145.0
Trong đó:,Trong đó:,Trong đó:,,,,,,
Trái phiếu đặc biệt(Thuyết minh số 36),Trong đó: > Trái phiếu đặc biệt(Thuyết minh số 36),Trái phiếu đặc biệt(Thuyết minh số 36),-,320.438,320.438,,320438.0,320438.0
Chứng khoán khác(Thuyết minh số 32),Trong đó: > Chứng khoán khác(Thuyết minh số 32),Chứng khoán khác(Thuyết minh số 32),39.707,-,39.707,39707.0,,39707.0
Giảm dự phòng do bán nợcho VAMC,Trong đó: > Giảm dự phòng do bán nợcho VAMC,Giảm dự phòng do bán nợcho VAMC,(127.149),-,(127.149),-127149.0,,-127149.0
Số dư cuối năm,Trong đó: > Số dư cuối năm,Số dư cuối năm,161.117,816.749,977.866,161117.0,816749.0,977866.0
