row_label_raw,row_label_full,col_0,2017Triệu đồng,2016Triệu đồng,numeric__2017Triệu đồng,numeric__2016Triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,3.208.782,1.450.885,3208782.0,1450885.0
Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,Thu từ các công cụ tài chính phải sinh khác,47.669,11,47669.0,11.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,1.098.054,715.606,1098054.0,715606.0
Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,Thu nhập từ thanh lý tài sản cố định,224.364,26.645,224364.0,26645.0
Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,Thu nhập từ thanh lý tài sản khác,562.948,163.244,562948.0,163244.0
Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,Thu từ hoạt động mua bán nợ,289.056,460.893,289056.0,460893.0
Thu từ phạt vi phạm hợp đồng,Thu từ phạt vi phạm hợp đồng,Thu từ phạt vi phạm hợp đồng,42.376,735,42376.0,735.0
Thu nhận hỗ trợ và thu nhập khác,Thu nhận hỗ trợ và thu nhập khác,Thu nhận hỗ trợ và thu nhập khác,944.315,83.751,944315.0,83751.0
Chi phí hoạt cho động khác,Chi phí hoạt cho động khác,Chi phí hoạt cho động khác,(672.502),(232.315),-672502.0,-232315.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(63.715),(3.647),-63715.0,-3647.0
Chi phí thanh lý bắt động sản đầu tư,Chi phí thanh lý bắt động sản đầu tư,Chi phí thanh lý bắt động sản đầu tư,(17.068),-,-17068.0,
Chi phí từ thanh lý tài sản khác,Chi phí từ thanh lý tài sản khác,Chi phí từ thanh lý tài sản khác,(570.875),(160.987),-570875.0,-160987.0
Chi khác,Chi khác,Chi khác,(20.844),(67.681),-20844.0,-67681.0
,,,2.536.280,1.218.570,2536280.0,1218570.0
