row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2017VND,Ngày 31 tháng 12năm 2016VND,numeric__Ngày 31 tháng 12năm 2017VND,numeric__Ngày 31 tháng 12năm 2016VND
AUD,AUD,AUD,17.718,16.274,17718.0,16274.0
CAD,CAD,CAD,18.054,16.718,18054.0,16718.0
CHF,CHF,CHF,23.308,22.121,23308.0,22121.0
CNY,CNY,CNY,3.486,3.192,3486.0,3192.0
DKK,DKK,DKK,3.160,3.159,3160.0,3159.0
EUR,EUR,EUR,27.248,23.77,27248.0,2377.0
GBP,GBP,GBP,30.692,27.656,30692.0,27656.0
JPY,JPY,JPY,202,194,202.0,194.0
NZD,NZD,NZD,17.249,17.122,17249.0,17122.0
SEK,SEK,SEK,3.078,3.027,3078.0,3027.0
SGD,SGD,SGD,16.980,15.609,16980.0,15609.0
THB,THB,THB,640,620,640.0,620.0
TWD,TWD,TWD,30,30,30.0,30.0
USD,USD,USD,22.425,22.159,22425.0,22159.0
XAU,XAU,XAU,364.500,359.000,364500.0,359000.0
