row_label_raw,row_label_full,col_0,2017Triệu đồng,2016Triệu đồng,numeric__2017Triệu đồng,numeric__2016Triệu đồng
"Tổng giá trị lợi thế thương mại (""LTTM"")","Tổng giá trị lợi thế thương mại (""LTTM"")","Tổng giá trị lợi thế thương mại (""LTTM"")",74.905,74.905,74905.0,74905.0
Thời gian phân bổ,Thời gian phân bổ,Thời gian phân bổ,3 năm,3 năm,,
Giá trị LTTM đã phân bổ lũy kế đầu năm,Thời gian phân bổ > Giá trị LTTM đã phân bổ lũy kế đầu năm,Giá trị LTTM đã phân bổ lũy kế đầu năm,(62.420),(37.452),-62420.0,-37452.0
Giá trị LTTM chưa phân bổ đầu năm,Thời gian phân bổ > Giá trị LTTM chưa phân bổ đầu năm,Giá trị LTTM chưa phân bổ đầu năm,12.485,37.453,12485.0,37453.0
Lợi thế thương mại tăng trong năm,Lợi thế thương mại tăng trong năm,Lợi thế thương mại tăng trong năm,-,-,,
Lợi thế thương mại phát sinh trong năm,Lợi thế thương mại phát sinh trong năm,Lợi thế thương mại phát sinh trong năm,-,-,,
Điều chỉnh do sự thay đổi giá trị của tài sản và công nợ có thể xác định được,Điều chỉnh do sự thay đổi giá trị của tài sản và công nợ có thể xác định được,Điều chỉnh do sự thay đổi giá trị của tài sản và công nợ có thể xác định được,-,-,,
Lợi thế thương mại giảm trong năm,Điều chỉnh do sự thay đổi giá trị của tài sản và công nợ có thể xác định được > Lợi thế thương mại giảm trong năm,Lợi thế thương mại giảm trong năm,(12.485),(24.968),-12485.0,-24968.0
"LTTM giảm do thanh lý, nhượng bán một phần hoặc toàn bộ TCTD","LTTM giảm do thanh lý, nhượng bán một phần hoặc toàn bộ TCTD","LTTM giảm do thanh lý, nhượng bán một phần hoặc toàn bộ TCTD",-,-,,
Giá trị LTTM phân bổ trong năm,"LTTM giảm do thanh lý, nhượng bán một phần hoặc toàn bộ TCTD > Giá trị LTTM phân bổ trong năm",Giá trị LTTM phân bổ trong năm,(12.485),(24.968),-12485.0,-24968.0
Các điều chỉnh giảm khác của LTTM,Các điều chỉnh giảm khác của LTTM,Các điều chỉnh giảm khác của LTTM,-,-,,
Tổng giá trị lợi thế thương mại chưa phân bổ cuối năm,Các điều chỉnh giảm khác của LTTM > Tổng giá trị lợi thế thương mại chưa phân bổ cuối năm,Tổng giá trị lợi thế thương mại chưa phân bổ cuối năm,-,12.485,,12485.0
