row_label_raw,row_label_full,Phải trả về nghiệp vụ thư tín dụng trả chậm(Thuyết minh số 16.1),Ngày 31 tháng 12năm 2017Triệu đồng > 5.148.955,Ngày 31 tháng 12năm 2016Triệu đồng > 2.956.761,numeric__Ngày 31 tháng 12năm 2017Triệu đồng > 5.148.955,numeric__Ngày 31 tháng 12năm 2016Triệu đồng > 2.956.761
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,20.217.082,12.442.032,20217082.0,12442032.0
Bằng VND,Bằng VND,Bằng VND,7.646.667,6.974.121,7646667.0,6974121.0
Trong đó:Vay chiết khấu giấy tờ có giá bằng VND,Trong đó:Vay chiết khấu giấy tờ có giá bằng VND,Trong đó:Vay chiết khấu giấy tờ có giá bằng VND,5.725.231,5.085.556,5725231.0,5085556.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,12.570.415,5.467.911,12570415.0,5467911.0
,,,25.366.037,15.398.793,25366037.0,15398793.0
