row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2016,Ngày 31 tháng 12 năm 2016_1,Đơn vị tính: VNDNgày 1 tháng 9 năm 2016,Đơn vị tính: VNDNgày 1 tháng 9 năm 2016_1,numeric__Ngày 31 tháng 12 năm 2016,numeric__Ngày 31 tháng 12 năm 2016_1,numeric__Đơn vị tính: VNDNgày 1 tháng 9 năm 2016,numeric__Đơn vị tính: VNDNgày 1 tháng 9 năm 2016_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng đang đi trênđường,Hàng đang đi trênđường,Hàng đang đi trênđường,36.959.311.817,-,26.752.133.431,-,36959311817.0,,26752133431.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",2.228.444.974,-,11.573.452.297,-,2228444974.0,,11573452297.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",185.758.590,-,3.589.688.255,-,185758590.0,,3589688255.0,
Chi phí sản xuất kinhdoanh dở dang,Chi phí sản xuất kinhdoanh dở dang,Chi phí sản xuất kinhdoanh dở dang,140.074.861.837,(465.790.067),62.251.152.017,-,140074861837.0,-465790067.0,62251152017.0,
Thành phẩm,Thành phẩm,Thành phẩm,24.923.056.192,-,28.731.994.093,-,24923056192.0,,28731994093.0,
Hàng hóa,Hàng hóa,Hàng hóa,26.936.614.840,-,2.200.937.946,-,26936614840.0,,2200937946.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,231.308.048.250,(465.790.067),135.099.358.039,-,231308048250.0,-465790067.0,135099358039.0,
