row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Ngày 31 tháng 12 năm 2016,Đơn vị tính: VND > Ngày 1 tháng 9 năm 2016,numeric__Đơn vị tính: VND > Ngày 31 tháng 12 năm 2016,numeric__Đơn vị tính: VND > Ngày 1 tháng 9 năm 2016
Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,
Phải thu về cho vay từ các bên liên quan (i),Ngắn hạn > Phải thu về cho vay từ các bên liên quan (i),Phải thu về cho vay từ các bên liên quan (i),67.351.514.610,63.296.481.774,67351514610.0,63296481774.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,67.351.514.610,63.296.481.774,67351514610.0,63296481774.0
Dự phòng phải thu cho vay ngắn hạn khó đòi,Ngắn hạn > Dự phòng phải thu cho vay ngắn hạn khó đòi,Dự phòng phải thu cho vay ngắn hạn khó đòi,2.899.130.274,-,2899130274.0,
Dài hạn,Dài hạn,Dài hạn,,,,
Công ty Cổ phần Phước Hưng,Dài hạn > Công ty Cổ phần Phước Hưng,Công ty Cổ phần Phước Hưng,-,4.000.000.000,,4000000000.0
Phải thu về cho vay từ các bên liên quan (ii),Dài hạn > Phải thu về cho vay từ các bên liên quan (ii),Phải thu về cho vay từ các bên liên quan (ii),68.253.782.464,76.730.548.200,68253782464.0,76730548200.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,68.253.782.464,80.730.548.200,68253782464.0,80730548200.0
