row_label_raw,row_label_full,Chỉ tiêu,Số trước điều chỉnh,Điều chỉnh,Đơn vị tính: VND,numeric__Số trước điều chỉnh,numeric__Điều chỉnh,numeric__Đơn vị tính: VND
Bàng cân đối kế toán,Bàng cân đối kế toán,Bàng cân đối kế toán,Bàng cân đối kế toán,Bàng cân đối kế toán,Bàng cân đối kế toán,,,
Phải thu ngắn hạn khác,Bàng cân đối kế toán > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,65.934.130.943,(15.342.341.194),50.591.789.749,65934130943.0,-15342341194.0,50591789749.0
Phải trả ngắn hạn khác,Bàng cân đối kế toán > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,2.061.753.098.253,149.660.840.577,2.211.413.938.830,2061753098253.0,149660840577.0,2211413938830.0
Bất động sản đầu tư - Nguyên giá,Bàng cân đối kế toán > Bất động sản đầu tư - Nguyên giá,Bất động sản đầu tư - Nguyên giá,54.109.090.909,160.399.086.002,214.508.176.911,54109090909.0,160399086002.0,214508176911.0
Bất động sản đầu tư - Giá trị hao mòn lũy kế,Bàng cân đối kế toán > Bất động sản đầu tư - Giá trị hao mòn lũy kế,Bất động sản đầu tư - Giá trị hao mòn lũy kế,-,41.589.908.002,(41.589.908.002),,41589908002.0,-41589908002.0
Tài sản cố định hữu hình - Nguyên giá,Bàng cân đối kế toán > Tài sản cố định hữu hình - Nguyên giá,Tài sản cố định hữu hình - Nguyên giá,767.631.107.872,(214.508.176.911),592.615.048.128,767631107872.0,-214508176911.0,592615048128.0
Tài sản cố định hữu hình - Giá trị hao mòn lũy kế,Bàng cân đối kế toán > Tài sản cố định hữu hình - Giá trị hao mòn lũy kế,Tài sản cố định hữu hình - Giá trị hao mòn lũy kế,(424.301.387.692),41.589.908.002,(398.117.198.654),-424301387692.0,41589908002.0,-398117198654.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Bàng cân đối kế toán > Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",-,54.109.090.909,54.109.090.909,,54109090909.0,54109090909.0
Vốn góp của chủ sở hữu,Bàng cân đối kế toán > Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,3.665.003.181.771,(165.003.181.771),3.500.000.000.000,3665003181771.0,-165003181771.0,3500000000000.0
