row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016,Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,numeric__Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016,numeric__Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",366.174.378.670,735.810.700.841,366174378670.0,735810700841.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,21.771.995.966,70.194.006.068,21771995966.0,70194006068.0
Chi phí khấu hao và hao mòn tài sản cố định,Chi phí khấu hao và hao mòn tài sản cố định,Chi phí khấu hao và hao mòn tài sản cố định,20.342.819.258,24.812.598.471,20342819258.0,24812598471.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,20.545.045.545,55.815.573.491,20545045545.0,55815573491.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,12.338.359.446,15.646.770.483,12338359446.0,15646770483.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,441.172.598.885,902.279.649.354,441172598885.0,902279649354.0
