row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016,Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016,numeric__Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 9 năm 2016 đến ngày 31 tháng 12 năm 2016,numeric__Đơn vị tính: VND > Cho giai đoạn tài chính từ ngày 1 tháng 1 năm 2016 đến ngày 31 tháng 8 năm 2016
Giá vốn khai thác rừng trồng,Giá vốn khai thác rừng trồng,Giá vốn khai thác rừng trồng,4.390.703.509,1.413.945.785,4390703509.0,1413945785.0
Giá vốn kinh doanh gỗ,Giá vốn kinh doanh gỗ,Giá vốn kinh doanh gỗ,251.243.166.910,646.487.790.227,251243166910.0,646487790227.0
Giá vốn từ bán ván MDF,Giá vốn từ bán ván MDF,Giá vốn từ bán ván MDF,59.260.371.359,103.295.083.282,59260371359.0,103295083282.0
Giá vốn cung cấp dịch vụ cho thuê,Giá vốn cung cấp dịch vụ cho thuê,Giá vốn cung cấp dịch vụ cho thuê,13.369.392.272,25.370.793.341,13369392272.0,25370793341.0
Giá vốn cung cấp dịch vụ gia công gỗ,Giá vốn cung cấp dịch vụ gia công gỗ,Giá vốn cung cấp dịch vụ gia công gỗ,2.869.973.993,6.673.018.843,2869973993.0,6673018843.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,331.133.608.043,783.240.631.478,331133608043.0,783240631478.0
