row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Ngày 31 tháng 12 năm 2016,Ngày 1 tháng 9 năm 2016 (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Ngày 31 tháng 12 năm 2016,numeric__Ngày 1 tháng 9 năm 2016 (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,2.118.659.071.054,2.380.423.036.002,,,2118659071054.0,2380423036002.0
210,210,210,I. Các khoản phải thu dài hạn,,70.803.611.797,90.161.128.339,,,70803611797.0,90161128339.0
215,215,215,1. Phải thu về cho vay dài hạn,7,68.253.782.464,80.730.548.200,,7.0,68253782464.0,80730548200.0
216,216,216,2. Phải thu dài hạn khác,8,2.549.829.333,9.430.580.139,,8.0,2549829333.0,9430580139.0
220,220,220,II. Tài sản cố định,,184.425.342.609,193.392.564.816,,,184425342609.0,193392564816.0
221,221,221,1. Tài sản cố định hữu hình,10,160.905.991.068,170.411.451.271,,10.0,160905991068.0,170411451271.0
222,222,222,Nguyên giá,,557.153.020.152,553.122.930.961,,,557153020152.0,553122930961.0
223,223,223,Giá trị hao mòn lũy kế,,(396.247.029.084),(382.711.479.690),,,-396247029084.0,-382711479690.0
227,227,227,2. Tài sản cố định vô hình,11,23.519.351.541,22.981.113.545,,11.0,23519351541.0,22981113545.0
228,228,228,Nguyên giá,,45.539.949.258,44.387.249.258,,,45539949258.0,44387249258.0
229,229,229,Giá trị hao mòn lũy kế,,(22.020.597.717),(21.406.135.713),,,-22020597717.0,-21406135713.0
230,230,230,III. Bất động sản đầu tư,12,180.633.584.683,172.918.268.909,,12.0,180633584683.0,172918268909.0
231,231,231,1. Nguyên giá,,225.632.867.929,214.508.176.911,,,225632867929.0,214508176911.0
232,232,232,2. Giá trị hao mòn lũy kế,,(44.999.283.246),(41.589.908.002),,,-44999283246.0,-41589908002.0
240,240,240,IV. Tài sản dở dang dài hạn,,92.458.894.443,82.499.157.536,,,92458894443.0,82499157536.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",13.1,67.542.503.780,54.109.090.909,,131.0,67542503780.0,54109090909.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,13.2,24.916.390.663,28.390.066.627,,132.0,24916390663.0,28390066627.0
250,250,250,V. Đầu tư tài chính dài hạn,14,1.557.636.760.472,1.815.477.324.039,,14.0,1557636760472.0,1815477324039.0
251,251,251,1. Đầu tư vào công ty con,14.1,223.342.382.683,263.897.700.019,,141.0,223342382683.0,263897700019.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",14.2,1.313.943.388.263,1.514.874.978.263,,142.0,1313943388263.0,1514874978263.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,14.3,29.782.126.607,36.704.645.757,,143.0,29782126607.0,36704645757.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(9.431.137.081),-,,,-9431137081.0,
260,260,260,VI. Tài sản dài hạn khác,,32.700.877.050,25.974.592.363,,,32700877050.0,25974592363.0
261,261,261,1. Chi phí trả trước dài hạn,15,27.392.953.178,23.408.142.260,,15.0,27392953178.0,23408142260.0
263,263,263,"3. Thiết bị, vật tư, phụ tùng thay thế",,5.307.923.872,2.566.450.103,,,5307923872.0,2566450103.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.405.139.835.485,6.141.930.920.736,,,4405139835485.0,6141930920736.0
